tinh,huyen,xa,diaban,hoso,m5b2c1,m5b2c1a,m5b2c2,m5b2c3
115,15,49.0,13,14,307.0,,35.0,0.0
115,15,49.0,13,14,315.0,,15.0,0.0
115,15,49.0,13,14,319.0,,120.0,0.0
115,15,49.0,13,15,320.0,,50.0,0.0
115,15,49.0,13,15,305.0,,180.0,0.0
115,15,49.0,13,15,306.0,,25.0,0.0
115,15,49.0,13,15,302.0,,420.0,0.0
115,15,49.0,13,15,325.0,,620.0,0.0
115,15,49.0,13,15,321.0,,350.0,0.0
115,15,49.0,13,15,304.0,,30.0,0.0
115,15,49.0,13,15,308.0,,150.0,0.0
115,15,49.0,13,15,319.0,,120.0,0.0
115,15,49.0,13,15,318.0,,30.0,0.0
115,15,49.0,13,15,301.0,,150.0,0.0
115,15,49.0,13,15,309.0,,100.0,0.0
115,15,49.0,13,15,307.0,,60.0,0.0
115,15,49.0,13,15,315.0,,20.0,0.0
115,15,49.0,13,15,399.0,,610.0,0.0
115,15,59.0,3,13,309.0,,120.0,0.0
115,15,59.0,3,13,320.0,,120.0,0.0
115,15,59.0,3,13,302.0,,300.0,0.0
115,15,59.0,3,13,325.0,,270.0,0.0
115,15,59.0,3,13,315.0,,15.0,0.0
115,15,59.0,3,13,306.0,,45.0,0.0
115,15,59.0,3,13,312.0,,25.0,0.0
115,15,59.0,3,13,305.0,,95.0,0.0
115,15,59.0,3,13,310.0,,15.0,0.0
115,15,59.0,3,13,311.0,,75.0,0.0
115,15,59.0,3,13,308.0,,250.0,0.0
115,15,59.0,3,13,304.0,,70.0,0.0
115,15,59.0,3,13,314.0,,10.0,0.0
115,15,59.0,3,13,318.0,,35.0,0.0
115,15,59.0,3,14,302.0,,300.0,0.0
115,15,59.0,3,14,325.0,,265.0,0.0
115,15,59.0,3,14,305.0,,75.0,0.0
115,15,59.0,3,14,312.0,,25.0,0.0
115,15,59.0,3,14,321.0,,105.0,0.0
115,15,59.0,3,14,309.0,,25.0,0.0
115,15,59.0,3,14,313.0,,10.0,0.0
115,15,59.0,3,14,310.0,,30.0,0.0
115,15,59.0,3,14,311.0,,75.0,0.0
115,15,59.0,3,14,304.0,,45.0,0.0
115,15,59.0,3,14,318.0,,35.0,0.0
115,15,59.0,3,14,308.0,,200.0,0.0
115,15,59.0,3,14,399.0,,265.0,0.0
115,15,59.0,3,14,306.0,,45.0,0.0
115,15,59.0,3,14,314.0,,5.0,0.0
115,15,59.0,3,20,312.0,,25.0,0.0
115,15,59.0,3,20,320.0,,20.0,0.0
115,15,59.0,3,20,309.0,,15.0,0.0
115,15,59.0,3,20,304.0,,20.0,0.0
115,15,59.0,3,20,311.0,,75.0,0.0
115,15,59.0,3,20,325.0,,10.0,0.0
115,15,59.0,3,20,301.0,,130.0,0.0
115,15,59.0,3,20,307.0,,40.0,0.0
115,15,59.0,3,20,318.0,,18.0,0.0
115,15,59.0,3,20,308.0,,30.0,0.0
115,15,59.0,3,20,313.0,,25.0,0.0
115,15,59.0,3,20,306.0,,10.0,0.0
115,15,59.0,3,20,314.0,,10.0,0.0
115,15,59.0,3,20,302.0,,20.0,0.0
115,15,59.0,3,20,310.0,,10.0,0.0
115,15,67.0,23,14,305.0,,170.0,0.0
115,15,67.0,23,14,304.0,,30.0,0.0
115,15,67.0,23,14,321.0,,400.0,0.0
115,15,67.0,23,14,309.0,,330.0,0.0
115,15,67.0,23,14,301.0,,160.0,0.0
115,15,67.0,23,14,318.0,,25.0,0.0
115,15,67.0,23,14,399.0,,600.0,0.0
115,15,67.0,23,14,307.0,,50.0,0.0
115,15,67.0,23,14,319.0,,100.0,0.0
115,15,67.0,23,14,315.0,,15.0,0.0
115,15,67.0,23,14,312.0,,20.0,0.0
115,15,67.0,23,14,302.0,,400.0,0.0
115,15,67.0,23,14,310.0,,50.0,0.0
115,15,67.0,23,14,306.0,,30.0,0.0
115,15,67.0,23,14,320.0,,60.0,0.0
115,15,67.0,23,14,311.0,,40.0,0.0
115,15,67.0,23,14,308.0,,170.0,0.0
115,15,67.0,23,14,325.0,,610.0,0.0
115,15,67.0,23,15,301.0,,130.0,0.0
115,15,67.0,23,15,317.0,,140.0,0.0
115,15,67.0,23,15,399.0,,400.0,0.0
115,15,67.0,23,15,307.0,,80.0,0.0
115,15,67.0,23,15,306.0,,50.0,0.0
115,15,67.0,23,15,310.0,,53.0,0.0
115,15,67.0,23,15,311.0,,120.0,0.0
115,15,67.0,23,15,315.0,,30.0,0.0
115,15,67.0,23,15,309.0,,60.0,0.0
115,15,67.0,23,15,318.0,,30.0,0.0
115,15,67.0,23,15,302.0,,400.0,0.0
115,15,67.0,23,15,308.0,,100.0,0.0
115,15,67.0,23,15,325.0,,420.0,0.0
115,15,67.0,23,15,319.0,,80.0,0.0
115,15,67.0,23,15,304.0,,25.0,0.0
115,15,67.0,23,15,321.0,,450.0,0.0
115,15,67.0,23,15,320.0,,70.0,0.0
115,15,67.0,23,15,330.0,,90.0,0.0
115,15,67.0,23,19,301.0,,100.0,0.0
115,15,67.0,23,19,319.0,,80.0,0.0
115,15,67.0,23,19,309.0,,230.0,0.0
115,15,67.0,23,19,304.0,,20.0,0.0
115,15,67.0,23,19,318.0,,40.0,0.0
115,15,67.0,23,19,311.0,,60.0,0.0
115,15,67.0,23,19,320.0,,100.0,0.0
115,15,67.0,23,19,321.0,,520.0,0.0
115,15,67.0,23,19,315.0,,25.0,0.0
115,15,67.0,23,19,306.0,,20.0,0.0
115,15,67.0,23,19,305.0,,200.0,0.0
115,15,67.0,23,19,325.0,,15.0,0.0
115,15,67.0,23,19,302.0,,450.0,0.0
115,15,67.0,23,19,313.0,,45.0,0.0
115,15,67.0,23,19,307.0,,50.0,0.0
115,15,67.0,23,19,312.0,,40.0,0.0
115,15,67.0,23,19,308.0,,10.0,0.0
117,1,1.0,4,13,310.0,,50.0,0.0
117,1,1.0,4,13,318.0,,48.0,0.0
117,1,1.0,4,13,324.0,,100.0,0.0
117,1,1.0,4,13,308.0,,700.0,0.0
117,1,1.0,4,13,311.0,,200.0,0.0
117,1,1.0,4,13,302.0,,2300.0,0.0
117,1,1.0,4,13,306.0,,80.0,0.0
117,1,1.0,4,13,309.0,,230.0,0.0
117,1,1.0,4,13,312.0,,25.0,0.0
117,1,1.0,4,13,301.0,,500.0,0.0
117,1,1.0,4,13,317.0,,60.0,0.0
117,1,1.0,4,13,399.0,,2160.0,0.0
117,1,1.0,4,13,323.0,,60.0,0.0
117,1,1.0,4,13,325.0,,2160.0,0.0
117,1,1.0,4,13,304.0,,60.0,0.0
117,1,1.0,4,13,322.0,,200.0,0.0
117,1,1.0,4,13,315.0,,10.0,0.0
117,1,1.0,4,13,305.0,,200.0,0.0
117,1,1.0,4,13,320.0,,200.0,0.0
117,1,1.0,4,13,321.0,,650.0,0.0
117,1,1.0,4,13,307.0,,200.0,0.0
117,1,1.0,4,13,314.0,,35.0,0.0
117,1,1.0,4,14,322.0,,150.0,0.0
117,1,1.0,4,14,399.0,,1080.0,0.0
117,1,1.0,4,14,301.0,,400.0,0.0
117,1,1.0,4,14,310.0,,30.0,0.0
117,1,1.0,4,14,319.0,,150.0,0.0
117,1,1.0,4,14,324.0,,150.0,50.0
117,1,1.0,4,14,306.0,,120.0,0.0
117,1,1.0,4,14,317.0,,120.0,0.0
117,1,1.0,4,14,315.0,,5.0,0.0
117,1,1.0,4,14,302.0,,3200.0,300.0
117,1,1.0,4,14,321.0,,2500.0,0.0
117,1,1.0,4,14,320.0,,400.0,0.0
117,1,1.0,4,14,314.0,,120.0,0.0
117,1,1.0,4,14,325.0,,1080.0,0.0
117,1,1.0,4,14,307.0,,140.0,0.0
117,1,1.0,4,14,312.0,,50.0,0.0
117,1,1.0,4,14,309.0,,450.0,0.0
117,1,1.0,4,14,308.0,,900.0,0.0
117,1,1.0,4,14,304.0,,100.0,0.0
117,1,1.0,4,15,315.0,,2.0,0.0
117,1,1.0,4,15,305.0,,230.0,0.0
117,1,1.0,4,15,303.0,,30.0,0.0
117,1,1.0,4,15,317.0,,30.0,0.0
117,1,1.0,4,15,322.0,,70.0,0.0
117,1,1.0,4,15,321.0,,700.0,0.0
117,1,1.0,4,15,309.0,,80.0,0.0
117,1,1.0,4,15,304.0,,50.0,0.0
117,1,1.0,4,15,314.0,,70.0,0.0
117,1,1.0,4,15,308.0,,180.0,0.0
117,1,1.0,4,15,318.0,,50.0,0.0
117,1,1.0,4,15,312.0,,20.0,0.0
117,1,1.0,4,15,324.0,,80.0,50.0
117,1,1.0,4,15,310.0,,20.0,0.0
117,1,1.0,4,15,399.0,,540.0,0.0
117,1,1.0,4,15,302.0,,1300.0,250.0
117,1,1.0,4,15,311.0,,200.0,0.0
117,1,1.0,4,15,320.0,,50.0,0.0
117,1,1.0,4,15,325.0,,540.0,0.0
117,1,1.0,4,15,306.0,,40.0,0.0
117,1,7.0,20,13,309.0,,70.0,0.0
117,1,7.0,20,13,306.0,,50.0,0.0
117,1,7.0,20,13,308.0,,300.0,0.0
117,1,7.0,20,13,304.0,,40.0,0.0
117,1,7.0,20,13,302.0,,0.0,500.0
117,1,7.0,20,13,325.0,,1350.0,0.0
117,1,7.0,20,13,301.0,,1500.0,0.0
117,1,7.0,20,13,318.0,,27.0,0.0
117,1,7.0,20,13,310.0,,25.0,0.0
117,1,7.0,20,15,305.0,,100.0,0.0
117,1,7.0,20,15,306.0,,100.0,0.0
117,1,7.0,20,15,304.0,,70.0,0.0
117,1,7.0,20,15,308.0,,500.0,0.0
117,1,7.0,20,15,322.0,,1100.0,0.0
117,1,7.0,20,15,314.0,,150.0,0.0
117,1,7.0,20,15,325.0,,1300.0,0.0
117,1,7.0,20,15,320.0,,150.0,0.0
117,1,7.0,20,15,309.0,,100.0,0.0
117,1,7.0,20,15,318.0,,50.0,0.0
117,1,7.0,20,15,323.0,,180.0,0.0
117,1,7.0,20,15,302.0,,1500.0,0.0
117,1,7.0,20,20,307.0,,60.0,0.0
117,1,7.0,20,20,310.0,,70.0,0.0
117,1,7.0,20,20,328.0,,500.0,0.0
117,1,7.0,20,20,312.0,,70.0,0.0
117,1,7.0,20,20,304.0,,50.0,0.0
117,1,7.0,20,20,309.0,,50.0,0.0
117,1,7.0,20,20,308.0,,350.0,0.0
117,1,7.0,20,20,301.0,,120.0,0.0
117,1,7.0,20,20,305.0,,150.0,0.0
117,1,7.0,20,20,302.0,,1000.0,0.0
117,1,7.0,20,20,321.0,,150.0,0.0
117,1,7.0,20,20,306.0,,70.0,0.0
117,1,7.0,20,20,314.0,,100.0,0.0
117,1,7.0,20,20,311.0,,120.0,0.0
117,1,7.0,20,20,313.0,,35.0,0.0
117,1,7.0,20,20,318.0,,27.0,0.0
117,1,7.0,20,20,325.0,,605.0,0.0
117,1,11.0,8,13,309.0,,30.0,0.0
117,1,11.0,8,13,302.0,,2000.0,0.0
117,1,11.0,8,13,323.0,,100.0,0.0
117,1,11.0,8,13,325.0,,2160.0,0.0
117,1,11.0,8,13,306.0,,80.0,0.0
117,1,11.0,8,13,310.0,,250.0,0.0
117,1,11.0,8,13,322.0,,300.0,0.0
117,1,11.0,8,13,320.0,,150.0,0.0
117,1,11.0,8,13,315.0,,10.0,0.0
117,1,11.0,8,13,312.0,,20.0,0.0
117,1,11.0,8,13,318.0,,200.0,0.0
117,1,11.0,8,13,305.0,,500.0,0.0
117,1,11.0,8,13,319.0,,40.0,0.0
117,1,11.0,8,13,308.0,,400.0,0.0
117,1,11.0,8,13,317.0,,120.0,0.0
117,1,11.0,8,13,304.0,,100.0,0.0
117,1,11.0,8,14,306.0,,30.0,0.0
117,1,11.0,8,14,309.0,,50.0,0.0
117,1,11.0,8,14,308.0,,200.0,0.0
117,1,11.0,8,14,312.0,,20.0,0.0
117,1,11.0,8,14,303.0,,70.0,0.0
117,1,11.0,8,14,302.0,,230.0,0.0
117,1,11.0,8,14,317.0,,75.0,0.0
117,1,11.0,8,14,318.0,,80.0,0.0
117,1,11.0,8,14,304.0,,40.0,0.0
117,1,11.0,8,14,325.0,,240.0,0.0
117,1,11.0,8,14,320.0,,100.0,0.0
117,1,11.0,8,15,303.0,,150.0,0.0
117,1,11.0,8,15,325.0,,3600.0,0.0
117,1,11.0,8,15,306.0,,100.0,0.0
117,1,11.0,8,15,312.0,,80.0,0.0
117,1,11.0,8,15,309.0,,350.0,0.0
117,1,11.0,8,15,319.0,,150.0,0.0
117,1,11.0,8,15,320.0,,250.0,0.0
117,1,11.0,8,15,305.0,,100.0,0.0
117,1,11.0,8,15,315.0,,12.0,0.0
117,1,11.0,8,15,322.0,,20.0,0.0
117,1,11.0,8,15,318.0,,120.0,0.0
117,1,11.0,8,15,308.0,,400.0,0.0
117,1,11.0,8,15,317.0,,210.0,0.0
117,1,11.0,8,15,310.0,,12.0,0.0
117,1,11.0,8,15,302.0,,1600.0,0.0
117,1,11.0,8,15,316.0,,30.0,0.0
117,1,11.0,8,15,321.0,,100.0,0.0
117,1,11.0,8,15,304.0,,200.0,0.0
117,1,25.0,10,13,311.0,,65.0,0.0
117,1,25.0,10,13,305.0,,100.0,0.0
117,1,25.0,10,13,321.0,,135.0,0.0
117,1,25.0,10,13,308.0,,127.0,0.0
117,1,25.0,10,13,309.0,,54.0,0.0
117,1,25.0,10,13,310.0,,46.0,0.0
117,1,25.0,10,13,306.0,,110.0,0.0
117,1,25.0,10,13,320.0,,20.0,0.0
117,1,25.0,10,13,333.0,,80.0,0.0
117,1,25.0,10,13,312.0,,45.0,0.0
117,1,25.0,10,13,301.0,,120.0,0.0
117,1,25.0,10,13,315.0,,30.0,0.0
117,1,25.0,10,13,322.0,,30.0,0.0
117,1,25.0,10,13,313.0,,50.0,0.0
117,1,25.0,10,13,304.0,,46.0,0.0
117,1,25.0,10,13,325.0,,60.0,0.0
117,1,25.0,10,13,307.0,,50.0,0.0
117,1,25.0,10,13,302.0,,800.0,110.0
117,1,25.0,10,13,318.0,,80.0,0.0
117,1,25.0,10,13,317.0,,100.0,0.0
117,1,25.0,10,15,325.0,,20.0,0.0
117,1,25.0,10,15,324.0,,60.0,0.0
117,1,25.0,10,15,315.0,,50.0,0.0
117,1,25.0,10,15,314.0,,30.0,0.0
117,1,25.0,10,15,307.0,,40.0,0.0
117,1,25.0,10,15,309.0,,65.0,0.0
117,1,25.0,10,15,312.0,,95.0,0.0
117,1,25.0,10,15,302.0,,910.0,0.0
117,1,25.0,10,15,308.0,,252.0,0.0
117,1,25.0,10,15,333.0,,60.0,0.0
117,1,25.0,10,15,310.0,,42.0,0.0
117,1,25.0,10,15,306.0,,75.0,0.0
117,1,25.0,10,15,330.0,,120.0,0.0
117,1,25.0,10,15,322.0,,25.0,0.0
117,1,25.0,10,15,311.0,,100.0,0.0
117,1,25.0,10,15,317.0,,100.0,0.0
117,1,25.0,10,15,304.0,,50.0,0.0
117,1,25.0,10,15,320.0,,20.0,0.0
117,1,25.0,10,15,301.0,,110.0,0.0
117,1,25.0,10,15,318.0,,74.0,0.0
117,1,25.0,10,19,302.0,,810.0,0.0
117,1,25.0,10,19,311.0,,200.0,0.0
117,1,25.0,10,19,309.0,,60.0,0.0
117,1,25.0,10,19,324.0,,60.0,0.0
117,1,25.0,10,19,310.0,,40.0,0.0
117,1,25.0,10,19,325.0,,25.0,0.0
117,1,25.0,10,19,308.0,,202.0,0.0
117,1,25.0,10,19,307.0,,45.0,0.0
117,1,25.0,10,19,333.0,,70.0,0.0
117,1,25.0,10,19,314.0,,25.0,0.0
117,1,25.0,10,19,322.0,,75.0,0.0
117,1,25.0,10,19,318.0,,70.0,0.0
117,1,25.0,10,19,304.0,,60.0,0.0
117,1,25.0,10,19,321.0,,1200.0,0.0
117,1,25.0,10,19,312.0,,120.0,0.0
117,1,25.0,10,19,315.0,,40.0,0.0
117,1,25.0,10,19,301.0,,90.0,0.0
117,1,25.0,10,19,320.0,,150.0,0.0
117,1,25.0,10,19,317.0,,96.0,0.0
117,1,25.0,10,19,305.0,,180.0,0.0
117,1,25.0,10,19,306.0,,80.0,0.0
117,3,1.0,11,13,312.0,,18.0,0.0
117,3,1.0,11,13,310.0,,20.0,0.0
117,3,1.0,11,13,307.0,,125.0,0.0
117,3,1.0,11,13,304.0,,30.0,0.0
117,3,1.0,11,13,325.0,,1400.0,0.0
117,3,1.0,11,13,319.0,,165.0,0.0
117,3,1.0,11,13,318.0,,48.0,0.0
117,3,1.0,11,13,328.0,,950.0,0.0
117,3,1.0,11,13,309.0,,110.0,0.0
117,3,1.0,11,13,326.0,,120.0,0.0
117,3,1.0,11,13,314.0,,80.0,0.0
117,3,1.0,11,13,302.0,,540.0,0.0
117,3,1.0,11,13,320.0,,45.0,0.0
117,3,1.0,11,13,301.0,,320.0,0.0
117,3,1.0,11,13,308.0,,240.0,0.0
117,3,1.0,11,13,306.0,,30.0,0.0
117,3,1.0,11,15,306.0,,60.0,0.0
117,3,1.0,11,15,325.0,,1250.0,0.0
117,3,1.0,11,15,311.0,,60.0,0.0
117,3,1.0,11,15,308.0,,180.0,0.0
117,3,1.0,11,15,315.0,,15.0,0.0
117,3,1.0,11,15,320.0,,45.0,0.0
117,3,1.0,11,15,319.0,,175.0,0.0
117,3,1.0,11,15,326.0,,120.0,0.0
117,3,1.0,11,15,310.0,,48.0,0.0
117,3,1.0,11,15,309.0,,60.0,0.0
117,3,1.0,11,15,304.0,,30.0,0.0
117,3,1.0,11,15,318.0,,60.0,0.0
117,3,1.0,11,15,302.0,,540.0,0.0
117,3,1.0,11,19,306.0,,60.0,0.0
117,3,1.0,11,19,308.0,,320.0,0.0
117,3,1.0,11,19,302.0,,480.0,0.0
117,3,1.0,11,19,312.0,,48.0,0.0
117,3,1.0,11,19,330.0,,100.0,0.0
117,3,1.0,11,19,311.0,,60.0,0.0
117,3,1.0,11,19,310.0,,38.0,0.0
117,3,1.0,11,19,305.0,,80.0,0.0
117,3,1.0,11,19,315.0,,15.0,0.0
117,3,1.0,11,19,328.0,,1500.0,0.0
117,3,1.0,11,19,307.0,,125.0,0.0
117,3,1.0,11,19,309.0,,100.0,0.0
117,3,1.0,11,19,304.0,,50.0,0.0
117,3,1.0,11,19,319.0,,165.0,0.0
117,3,1.0,11,19,325.0,,980.0,0.0
117,3,1.0,11,19,301.0,,320.0,0.0
117,3,1.0,11,19,318.0,,38.0,0.0
117,3,1.0,11,19,326.0,,420.0,0.0
117,3,5.0,18,13,309.0,,45.0,0.0
117,3,5.0,18,13,306.0,,40.0,0.0
117,3,5.0,18,13,308.0,,160.0,0.0
117,3,5.0,18,13,322.0,,20.0,0.0
117,3,5.0,18,13,310.0,,35.0,0.0
117,3,5.0,18,13,302.0,,470.0,110.0
117,3,5.0,18,13,301.0,,80.0,0.0
117,3,5.0,18,13,317.0,,20.0,0.0
117,3,5.0,18,13,304.0,,30.0,0.0
117,3,5.0,18,13,318.0,,30.0,0.0
117,3,5.0,18,13,307.0,,40.0,0.0
117,3,5.0,18,13,325.0,,400.0,0.0
117,3,5.0,18,13,320.0,,15.0,0.0
117,3,5.0,18,14,324.0,,30.0,0.0
117,3,5.0,18,14,325.0,,1700.0,0.0
117,3,5.0,18,14,311.0,,60.0,0.0
117,3,5.0,18,14,301.0,,130.0,0.0
117,3,5.0,18,14,310.0,,35.0,0.0
117,3,5.0,18,14,305.0,,60.0,0.0
117,3,5.0,18,14,320.0,,45.0,0.0
117,3,5.0,18,14,306.0,,45.0,0.0
117,3,5.0,18,14,304.0,,30.0,0.0
117,3,5.0,18,14,317.0,,40.0,0.0
117,3,5.0,18,14,308.0,,120.0,0.0
117,3,5.0,18,14,319.0,,70.0,0.0
117,3,5.0,18,14,314.0,,25.0,0.0
117,3,5.0,18,14,309.0,,40.0,0.0
117,3,5.0,18,14,307.0,,50.0,0.0
117,3,5.0,18,14,318.0,,25.0,0.0
117,3,5.0,18,14,302.0,,220.0,70.0
117,3,5.0,18,14,321.0,,120.0,0.0
117,3,5.0,18,15,302.0,,650.0,300.0
117,3,5.0,18,15,321.0,,60.0,0.0
117,3,5.0,18,15,318.0,,45.0,0.0
117,3,5.0,18,15,319.0,,75.0,0.0
117,3,5.0,18,15,304.0,,40.0,0.0
117,3,5.0,18,15,301.0,,140.0,0.0
117,3,5.0,18,15,311.0,,50.0,0.0
117,3,5.0,18,15,320.0,,30.0,0.0
117,3,5.0,18,15,309.0,,40.0,0.0
117,3,5.0,18,15,306.0,,50.0,0.0
117,3,5.0,18,15,310.0,,30.0,0.0
117,3,5.0,18,15,322.0,,20.0,0.0
117,3,5.0,18,15,307.0,,60.0,0.0
117,3,5.0,18,15,325.0,,670.0,0.0
117,3,5.0,18,15,308.0,,220.0,0.0
117,3,5.0,18,15,305.0,,60.0,0.0
117,3,9.0,11,13,304.0,,30.0,0.0
117,3,9.0,11,13,322.0,,80.0,0.0
117,3,9.0,11,13,315.0,,15.0,0.0
117,3,9.0,11,13,325.0,,540.0,0.0
117,3,9.0,11,13,309.0,,50.0,0.0
117,3,9.0,11,13,302.0,,750.0,0.0
117,3,9.0,11,13,318.0,,39.0,0.0
117,3,9.0,11,13,306.0,,26.0,0.0
117,3,9.0,11,13,311.0,,60.0,0.0
117,3,9.0,11,13,324.0,,100.0,0.0
117,3,9.0,11,13,308.0,,180.0,0.0
117,3,9.0,11,13,310.0,,30.0,0.0
117,3,9.0,11,13,319.0,,260.0,0.0
117,3,9.0,11,13,320.0,,40.0,0.0
117,3,9.0,11,14,322.0,,30.0,0.0
117,3,9.0,11,14,319.0,,150.0,0.0
117,3,9.0,11,14,310.0,,30.0,0.0
117,3,9.0,11,14,304.0,,36.0,0.0
117,3,9.0,11,14,325.0,,420.0,0.0
117,3,9.0,11,14,309.0,,18.0,0.0
117,3,9.0,11,14,320.0,,40.0,0.0
117,3,9.0,11,14,311.0,,48.0,0.0
117,3,9.0,11,14,302.0,,1150.0,0.0
117,3,9.0,11,14,315.0,,12.0,0.0
117,3,9.0,11,14,308.0,,220.0,0.0
117,3,9.0,11,14,305.0,,80.0,0.0
117,3,9.0,11,14,306.0,,120.0,0.0
117,3,9.0,11,15,312.0,,20.0,0.0
117,3,9.0,11,15,311.0,,60.0,0.0
117,3,9.0,11,15,325.0,,504.0,0.0
117,3,9.0,11,15,304.0,,20.0,0.0
117,3,9.0,11,15,313.0,,24.0,0.0
117,3,9.0,11,15,308.0,,90.0,0.0
117,3,9.0,11,15,322.0,,80.0,0.0
117,3,9.0,11,15,321.0,,180.0,0.0
117,3,9.0,11,15,309.0,,18.0,0.0
117,3,9.0,11,15,318.0,,38.0,0.0
117,3,9.0,11,15,306.0,,30.0,0.0
117,3,9.0,11,15,302.0,,240.0,0.0
117,3,9.0,11,15,310.0,,15.0,0.0
117,5,7.0,11,13,330.0,,25.0,0.0
117,5,7.0,11,13,320.0,,50.0,0.0
117,5,7.0,11,13,310.0,,26.0,0.0
117,5,7.0,11,13,304.0,,15.0,0.0
117,5,7.0,11,13,333.0,,12.0,0.0
117,5,7.0,11,13,307.0,,30.0,0.0
117,5,7.0,11,13,321.0,,110.0,0.0
117,5,7.0,11,13,302.0,,120.0,0.0
117,5,7.0,11,13,303.0,,340.0,0.0
117,5,7.0,11,13,311.0,,24.0,0.0
117,5,7.0,11,13,317.0,,30.0,0.0
117,5,7.0,11,13,301.0,,90.0,0.0
117,5,7.0,11,13,319.0,,135.0,0.0
117,5,7.0,11,13,308.0,,65.0,0.0
117,5,7.0,11,13,318.0,,45.0,0.0
117,5,7.0,11,13,315.0,,18.0,0.0
117,5,7.0,11,13,305.0,,970.0,0.0
117,5,7.0,11,13,325.0,,122.0,0.0
117,5,7.0,11,14,315.0,,32.0,0.0
117,5,7.0,11,14,330.0,,60.0,0.0
117,5,7.0,11,14,306.0,,46.0,0.0
117,5,7.0,11,14,308.0,,360.0,0.0
117,5,7.0,11,14,310.0,,87.0,0.0
117,5,7.0,11,14,322.0,,120.0,0.0
117,5,7.0,11,14,307.0,,50.0,0.0
117,5,7.0,11,14,314.0,,50.0,0.0
117,5,7.0,11,14,320.0,,60.0,0.0
117,5,7.0,11,14,318.0,,126.0,0.0
117,5,7.0,11,14,311.0,,125.0,0.0
117,5,7.0,11,14,313.0,,47.0,0.0
117,5,7.0,11,14,325.0,,1820.0,0.0
117,5,7.0,11,14,309.0,,95.0,0.0
117,5,7.0,11,14,302.0,,510.0,0.0
117,5,7.0,11,14,317.0,,40.0,0.0
117,5,7.0,11,14,328.0,,500.0,0.0
117,5,7.0,11,14,319.0,,410.0,0.0
117,5,7.0,11,14,312.0,,65.0,0.0
117,5,7.0,11,14,301.0,,126.0,0.0
117,5,7.0,11,14,305.0,,240.0,0.0
117,5,7.0,11,14,304.0,,56.0,0.0
117,5,7.0,11,14,321.0,,950.0,0.0
117,5,7.0,11,15,302.0,,250.0,0.0
117,5,7.0,11,15,399.0,,600.0,0.0
117,5,7.0,11,15,320.0,,45.0,0.0
117,5,7.0,11,15,306.0,,48.0,0.0
117,5,7.0,11,15,311.0,,42.0,0.0
117,5,7.0,11,15,317.0,,95.0,0.0
117,5,7.0,11,15,312.0,,32.0,0.0
117,5,7.0,11,15,307.0,,25.0,0.0
117,5,7.0,11,15,301.0,,66.0,0.0
117,5,7.0,11,15,321.0,,1200.0,0.0
117,5,7.0,11,15,310.0,,60.0,0.0
117,5,7.0,11,15,305.0,,250.0,0.0
117,5,7.0,11,15,330.0,,24.0,0.0
117,5,7.0,11,15,325.0,,616.0,0.0
117,5,7.0,11,15,304.0,,14.0,0.0
117,5,7.0,11,15,313.0,,350.0,0.0
117,5,7.0,11,15,315.0,,16.0,0.0
117,5,7.0,11,15,318.0,,53.0,0.0
117,5,7.0,11,15,308.0,,40.0,0.0
117,5,15.0,10,13,309.0,,85.0,0.0
117,5,15.0,10,13,305.0,,90.0,0.0
117,5,15.0,10,13,308.0,,162.0,0.0
117,5,15.0,10,13,313.0,,20.0,0.0
117,5,15.0,10,13,325.0,,1080.0,0.0
117,5,15.0,10,13,310.0,,7.0,0.0
117,5,15.0,10,13,306.0,,50.0,0.0
117,5,15.0,10,13,302.0,,890.0,0.0
117,5,15.0,10,13,320.0,,200.0,0.0
117,5,15.0,10,13,311.0,,150.0,0.0
117,5,15.0,10,13,318.0,,93.0,0.0
117,5,15.0,10,13,304.0,,30.0,0.0
117,5,15.0,10,13,315.0,,50.0,0.0
117,5,15.0,10,13,314.0,,20.0,0.0
117,5,15.0,10,13,319.0,,30.0,0.0
117,5,15.0,10,14,302.0,,100.0,0.0
117,5,15.0,10,14,308.0,,45.0,0.0
117,5,15.0,10,14,304.0,,15.0,0.0
117,5,15.0,10,14,320.0,,20.0,0.0
117,5,15.0,10,14,306.0,,20.0,0.0
117,5,15.0,10,14,310.0,,6.0,0.0
117,5,15.0,10,14,309.0,,40.0,0.0
117,5,15.0,10,14,318.0,,70.0,0.0
117,5,15.0,10,15,318.0,,78.0,0.0
117,5,15.0,10,15,320.0,,250.0,0.0
117,5,15.0,10,15,309.0,,75.0,0.0
117,5,15.0,10,15,302.0,,1000.0,0.0
117,5,15.0,10,15,304.0,,52.0,0.0
117,5,15.0,10,15,303.0,,250.0,0.0
117,5,15.0,10,15,319.0,,275.0,0.0
117,5,15.0,10,15,313.0,,28.0,0.0
117,5,15.0,10,15,310.0,,22.0,0.0
117,5,15.0,10,15,306.0,,40.0,0.0
117,5,15.0,10,15,305.0,,490.0,0.0
117,5,15.0,10,15,311.0,,135.0,0.0
117,5,15.0,10,15,325.0,,70.0,0.0
117,5,15.0,10,15,308.0,,200.0,0.0
117,5,25.0,4,13,304.0,,24.0,0.0
117,5,25.0,4,13,317.0,,20.0,0.0
117,5,25.0,4,13,330.0,,25.0,0.0
117,5,25.0,4,13,321.0,,60.0,0.0
117,5,25.0,4,13,310.0,,24.0,0.0
