tinh,huyen,xa,diaban,hoso,m7c1,m7c2,m7c3,m7c4,m7c5,m7c6,m7c7,m7c8,m7c9,m7c10,m7c11,m7c12,m7c13,m7c14,m7c15,m7c16,m7c17,m7c18,m7c19,m7c20a,m7c20b,m7c21,m7c22,m7c23,m7c23a,m7c24,m7c241,m7c242,m7c25,m7c251,m7c252,m7c253,m7c254,m7c26,m7c27,m7c27a,m7c28,m7c29,m7c30,m7c31,m7c32,m7c33,m7c34,m7c35,m7c36,m7c37,m7c38,m7c39,m7c391,m7c40,m7c41,m7c42,m7c43,m7c44
403,29,31.0,11,20,1,58.0,4.0,1993.0,,1.0,2.0,,,,,90000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,1,,,1,1,,1,96.0,3,1,1,240.0,5,2,,,336,2,,,
403,29,43.0,3,13,1,56.0,4.0,1969.0,,1.0,2.0,,,,,65000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,120.0,5,2,,,120,2,,,
403,29,43.0,3,14,1,75.0,4.0,2006.0,4.0,1.0,2.0,,,,,90000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,1,1,1,420.0,5,2,,,420,2,,,
403,29,43.0,3,19,1,54.0,4.0,1984.0,,1.0,2.0,,,,,80000.0,1.0,2.0,,,,100000.0,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,2.0,2,,3,1,1,600.0,5,2,,,600,2,,,
403,29,55.0,5,13,1,54.0,4.0,2005.0,5.0,1.0,2.0,,,,,50000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,360.0,5,2,,,360,2,,,
403,29,55.0,5,14,1,45.0,4.0,1999.0,,1.0,2.0,,,,,40000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,240.0,5,2,,,240,2,,,
403,29,55.0,5,15,1,54.0,4.0,1999.0,,1.0,2.0,,,,,30000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,360.0,5,2,,,360,2,,,
403,31,1.0,8,13,1,60.0,4.0,1995.0,,1.0,2.0,,,,,90000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,300.0,5,2,,,300,2,,,
403,31,1.0,8,14,1,36.0,4.0,2007.0,5.0,1.0,2.0,,,,,75000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,2,,,1,5,2.0,1,72.0,3,1,1,180.0,5,2,,,252,2,,,
403,31,1.0,8,15,1,36.0,4.0,2004.0,4.0,1.0,2.0,,,,,70000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,110.0,5,2,,,110,2,,,
403,31,3.0,12,13,1,56.0,4.0,1998.0,,1.0,2.0,,,,,36000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,2,5,2.0,2,,3,1,1,430.0,3,2,,,430,2,,,
403,31,3.0,12,14,1,60.0,4.0,1993.0,,1.0,2.0,,,,,35000.0,2.0,,,,,,2.0,,,,2.0,,,10000.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,540.0,3,2,,,10540,2,,,
403,31,3.0,12,15,1,36.0,4.0,1986.0,,1.0,2.0,,,,,28000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,300.0,3,2,,,300,2,,,
403,31,13.0,3,13,1,50.0,4.0,1985.0,,1.0,2.0,,,,,30000.0,2.0,,,,,,2.0,,,,2.0,,,7500.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,360.0,3,2,,,7860,2,,,
403,31,13.0,3,14,1,30.0,4.0,2007.0,4.0,1.0,2.0,,,,,15000.0,2.0,,,,,,2.0,,,,1.0,15000.0,15000.0,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,108.0,3,2,,,15108,2,,,
403,31,13.0,3,15,1,40.0,4.0,2004.0,4.0,1.0,2.0,,,,,32000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,250.0,3,2,,,250,2,,,
403,31,23.0,12,13,2,72.0,4.0,1983.0,,1.0,2.0,,,,,110000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,9,,,1,4,1.0,2,,1,1,1,960.0,5,2,,,960,2,,,
403,31,23.0,12,14,1,56.0,4.0,2002.0,4.0,1.0,2.0,,,,,80000.0,2.0,,,,,,2.0,,,,2.0,,,2000.0,,,0.0,,,,,9,,,1,7,2.0,2,,5,1,1,480.0,5,2,,,2480,2,,,
403,31,23.0,12,15,1,56.0,4.0,1995.0,,1.0,2.0,,,,,80000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,2.0,1,4,2.0,2,,3,1,1,540.0,5,2,,,540,2,,,
403,31,35.0,10,13,2,76.0,4.0,2007.0,4.0,1.0,2.0,,,,,55000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,2,,,3,2,,2,,3,1,1,360.0,3,2,,,360,2,,,
403,31,35.0,10,15,1,45.0,2.0,2007.0,4.0,1.0,2.0,,,,,130000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,2,,,3,2,,2,,1,1,1,600.0,3,2,,,600,2,,,
403,31,35.0,10,19,1,45.0,4.0,1975.0,,1.0,2.0,,,,,30000.0,2.0,,,,,,1.0,8.0,1998.0,,2.0,,,0.0,,,0.0,,,,,2,,,3,2,,2,,3,1,1,840.0,3,2,,,840,2,,,
403,31,47.0,8,13,1,42.0,4.0,1998.0,,1.0,2.0,,,,,19500.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,228.0,3,2,,,228,2,,,
403,31,47.0,8,14,2,66.0,4.0,1997.0,,1.0,2.0,,,,,21000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,420.0,3,2,,,420,2,,,
403,31,47.0,8,19,1,35.0,4.0,1985.0,,1.0,2.0,,,,,16000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,2.0,1,5,2.0,2,,5,1,1,240.0,3,2,,,240,2,,,
403,31,61.0,7,13,1,30.0,4.0,2005.0,4.0,1.0,2.0,,,,,25000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,9,,2,,5,1,1,84.0,3,2,,,84,2,,,
403,31,61.0,7,14,1,40.0,4.0,-1.0,4.0,1.0,2.0,,,,,50000.0,2.0,,,,,,2.0,,,,2.0,,,3000.0,,,0.0,,,,,5,2.0,2.0,1,5,2.0,2,,3,1,1,570.0,3,2,,,3570,2,,,
403,31,61.0,7,15,1,50.0,4.0,-1.0,4.0,1.0,2.0,,,,,20000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,90.0,3,2,,,90,2,,,
403,31,73.0,11,13,1,180.0,4.0,2002.0,4.0,1.0,2.0,,,,,100000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,14,2.0,1.0,2,14,2.0,2,,3,1,1,60.0,5,2,,,60,2,,,
403,31,73.0,11,14,1,36.0,4.0,1994.0,,1.0,2.0,,,,,45000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,2,5,2.0,2,,3,1,1,144.0,5,2,,,144,2,,,
403,31,73.0,11,15,1,50.0,4.0,1985.0,,1.0,2.0,,,,,80000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,180.0,5,2,,,180,2,,,
403,33,9.0,12,14,1,35.0,4.0,2000.0,,1.0,2.0,,,,,130000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,450.0,5,2,,,450,2,,,
403,33,9.0,12,15,1,60.0,3.0,2000.0,,1.0,2.0,,,,,70000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,9,,,1,5,2.0,2,,2,1,1,540.0,5,2,,,540,2,,,
403,33,9.0,12,19,1,30.0,4.0,1992.0,,1.0,2.0,,,,,70000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,1.0,1.0,1,4,1.0,2,,3,1,1,480.0,5,2,,,480,2,,,
403,33,23.0,9,13,1,60.0,4.0,1978.0,,1.0,2.0,,,,,50000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,2,4,2.0,2,,6,1,1,370.0,5,2,,,370,2,,,
403,33,23.0,9,14,1,50.0,4.0,1995.0,,1.0,2.0,,,,,170000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,6,1.0,1.0,1,4,1.0,2,,6,1,1,660.0,1,1,192.0,,852,2,,,
403,33,23.0,9,15,1,30.0,5.0,1991.0,,1.0,2.0,,,,,50000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,550.0,5,2,,,550,2,,,
403,33,37.0,13,13,1,80.0,3.0,2002.0,4.0,1.0,2.0,,,,,250000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,600.0,5,2,,,600,1,2.0,,
403,33,37.0,13,14,1,40.0,4.0,1998.0,,1.0,2.0,,,,,90000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,1.0,1.0,1,5,1.0,2,,3,1,1,480.0,5,2,,,480,2,,,
403,33,37.0,13,15,1,80.0,3.0,1998.0,,1.0,2.0,,,,,120000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,180.0,,,,,4,2.0,1.0,2,5,2.0,2,,5,1,1,1440.0,5,2,,,1620,2,,,
403,33,47.0,9,13,1,50.0,4.0,1990.0,,1.0,2.0,,,,,60000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,5,1,1,480.0,5,2,,,480,2,,,
403,33,47.0,9,14,1,30.0,5.0,1998.0,,1.0,2.0,,,,,70000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,360.0,5,2,,,360,2,,,
403,33,47.0,9,15,1,60.0,4.0,1998.0,,1.0,2.0,,,,,60000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,5,1,1,340.0,5,2,,,340,2,,,
403,33,55.0,5,14,1,50.0,4.0,1997.0,,1.0,2.0,,,,,35000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,5,1,1,380.0,5,2,,,380,2,,,
403,33,55.0,5,15,1,120.0,4.0,1984.0,,1.0,2.0,,,,,250000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,540.0,5,2,,,540,2,,,
403,33,55.0,5,19,1,20.0,4.0,1998.0,,2.0,2.0,,,,,20000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,1.0,2,,6,1,1,60.0,5,2,,,60,2,,,
403,33,65.0,9,13,1,50.0,4.0,1995.0,,1.0,2.0,,,,,60000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,1.0,1.0,1,5,1.0,2,,3,1,1,450.0,5,2,,,450,2,,,
403,33,65.0,9,14,1,50.0,3.0,1999.0,,1.0,2.0,,,,,250000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,1680.0,5,2,,,1680,2,,,
403,33,65.0,9,15,1,30.0,4.0,1995.0,,1.0,2.0,,,,,70000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,260.0,5,2,,,260,2,,,
403,35,11.0,4,13,1,40.0,4.0,1970.0,,1.0,2.0,,,,,30000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,13,2.0,1.0,1,13,2.0,2,,6,1,1,168.0,5,2,,,168,2,,,
403,35,11.0,4,14,1,60.0,4.0,1976.0,,1.0,2.0,,,,,80000.0,1.0,2.0,,,,100000.0,1.0,6.0,2006.0,,2.0,,,0.0,,,0.0,,,,,8,2.0,1.0,1,8,2.0,2,,3,1,1,300.0,5,2,,,300,2,,,
403,35,11.0,4,15,1,45.0,4.0,1978.0,,1.0,2.0,,,,,60000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,240.0,5,2,,,240,2,,,
403,35,21.0,8,13,1,44.0,4.0,1982.0,,1.0,2.0,,,,,200000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,100.0,,,,,4,1.0,1.0,1,4,1.0,2,,1,1,1,1200.0,5,2,,,1300,2,,,
403,35,21.0,8,14,1,50.0,4.0,1986.0,,1.0,2.0,,,,,150000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,4,1,1,840.0,5,2,,,840,2,,,
403,35,21.0,8,15,1,60.0,3.0,1997.0,,1.0,2.0,,,,,150000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,2.0,2,,1,1,1,600.0,2,2,,,600,2,,,
403,35,33.0,15,13,1,63.0,4.0,2000.0,,1.0,2.0,,,,,100000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,3,1,1,480.0,1,1,12.0,,492,2,,,
403,35,33.0,15,14,1,72.0,3.0,1995.0,,1.0,2.0,,,,,200000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,9,,,1,4,1.0,2,,3,1,1,360.0,1,1,72.0,,432,2,,,
403,35,33.0,15,15,1,70.0,3.0,2000.0,,1.0,2.0,,,,,120000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,1,1,1,648.0,5,2,,,648,2,,,
403,35,41.0,9,13,1,40.0,4.0,1981.0,,1.0,2.0,,,,,80000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,3,1,1,360.0,1,2,,,360,2,,,
403,35,41.0,9,14,1,90.0,4.0,1971.0,,1.0,2.0,,,,,100000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,7,2.0,1.0,5,4,2.0,2,,3,1,1,384.0,1,2,,,384,2,,,
403,35,41.0,9,22,1,54.0,4.0,1962.0,,1.0,2.0,,,,,98000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,1,1,1,840.0,5,2,,,840,2,,,
403,37,7.0,15,13,1,49.0,4.0,2003.0,5.0,1.0,2.0,,,,,50000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,3,1,1,420.0,5,2,,,420,2,,,
403,37,7.0,15,14,1,77.0,4.0,1998.0,,1.0,2.0,,,,,65000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,9,,,1,4,2.0,2,,3,1,1,480.0,5,2,,,480,2,,,
403,37,7.0,15,15,1,50.0,4.0,1986.0,,1.0,2.0,,,,,50000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,240.0,5,2,,,240,2,,,
403,37,23.0,6,13,1,96.0,4.0,1996.0,,1.0,2.0,,,,,75000.0,2.0,,,,,,2.0,,,,2.0,,,2000.0,,,0.0,,,,,9,,,1,4,1.0,2,,3,1,1,480.0,5,2,,,2480,2,,,
403,37,23.0,6,14,1,60.0,4.0,1986.0,,1.0,2.0,,,,,50000.0,2.0,,,,,,1.0,5.0,2004.0,,2.0,,,0.0,,,0.0,,,,,9,,,1,4,1.0,2,,3,1,1,720.0,5,2,,,720,2,,,
403,37,23.0,6,15,1,70.0,4.0,1995.0,,1.0,2.0,,,,,150000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,600.0,5,2,,,600,2,,,
403,37,31.0,8,14,1,48.0,4.0,1986.0,,1.0,2.0,,,,,55000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,9,,,1,4,2.0,2,,1,1,1,510.0,3,2,,,510,2,,,
403,37,31.0,8,15,1,80.0,4.0,1960.0,,1.0,2.0,,,,,180000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,9,,,1,4,2.0,2,,3,1,1,360.0,5,2,,,360,2,,,
403,37,31.0,8,19,1,54.0,4.0,2004.0,4.0,1.0,2.0,,,,,80000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,1.0,1.0,1,5,1.0,2,,3,1,1,600.0,5,2,,,600,2,,,
403,39,55.0,12,13,1,36.0,4.0,1991.0,,1.0,2.0,,,,,20000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,720.0,5,2,,,720,2,,,
403,39,55.0,12,15,1,50.0,4.0,1985.0,,1.0,2.0,,,,,250000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,360.0,5,2,,,360,2,,,
403,39,55.0,12,20,1,40.0,4.0,1980.0,,1.0,2.0,,,,,25000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,840.0,4,2,,,840,2,,,
405,1,5.0,10,19,1,70.0,4.0,1983.0,,1.0,2.0,,,,,400000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,1,,,1,1,,1,400.0,2,1,1,750.0,1,1,60.0,,1210,2,,,
405,1,5.0,10,20,1,150.0,2.0,2007.0,2.0,1.0,2.0,,,,,700000.0,2.0,,,,,,1.0,2.0,1990.0,,1.0,300000.0,300000.0,0.0,,,0.0,,,,,1,,,1,1,,1,300.0,1,1,1,720.0,1,1,96.0,,301116,2,,,
405,1,5.0,10,21,1,60.0,3.0,1973.0,,1.0,2.0,,,,,300000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,1,,,1,1,,1,730.0,3,1,1,460.0,1,1,96.0,,1286,2,,,
405,1,7.0,7,13,1,40.0,4.0,2006.0,4.0,1.0,2.0,,,,,1000000.0,2.0,,,,,,1.0,10.0,1989.0,,2.0,,,0.0,,,0.0,,,,,1,,,1,1,,1,120.0,1,1,2,,1,1,96.0,,216,2,,,
405,1,7.0,7,14,1,110.0,2.0,2004.0,2.0,1.0,2.0,,,,,460000.0,1.0,2.0,,,,250000.0,2.0,,,,2.0,,,20000.0,,,0.0,,,,,1,,,1,1,,1,400.0,1,1,1,2100.0,1,1,120.0,,22620,2,,,
405,1,7.0,7,15,1,60.0,2.0,1997.0,,1.0,2.0,,,,,100000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,1,,,1,1,,1,420.0,1,1,1,840.0,1,1,96.0,,1356,2,,,
405,1,13.0,5,13,1,120.0,3.0,2000.0,,1.0,2.0,,,,,500000.0,2.0,,,,,,1.0,8.0,1988.0,,2.0,,,0.0,,,0.0,,,,,1,,,1,1,,1,480.0,1,1,1,1200.0,1,1,96.0,,1776,1,2.0,,
405,1,13.0,5,14,1,36.0,4.0,1988.0,,1.0,2.0,,,,,360000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,1,,,1,1,,1,220.0,4,1,1,130.0,2,2,,,350,2,,,
405,1,13.0,5,15,1,120.0,2.0,2007.0,4.0,1.0,2.0,,,,,460000.0,2.0,,,,,,2.0,,,,1.0,250000.0,230000.0,0.0,,,0.0,,,,,1,,,1,1,,1,600.0,1,1,1,760.0,1,1,96.0,,231456,2,,,
405,1,37.0,10,13,1,120.0,4.0,1997.0,,1.0,2.0,,,,,400000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,40000.0,,,,,9,,,1,4,1.0,2,,1,1,1,520.0,5,2,,,40520,2,,,
405,1,37.0,10,14,1,115.0,3.0,2007.0,3.0,1.0,2.0,,,,,700000.0,1.0,2.0,,,,350000.0,2.0,,,,1.0,270000.0,270000.0,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,1,1,1,1200.0,3,2,,,271200,1,2.0,,
405,1,37.0,10,15,1,45.0,4.0,1961.0,,1.0,2.0,,,,,100000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,9,,,1,5,1.0,2,,4,1,1,110.0,5,2,,,110,2,,,
405,1,43.0,2,13,2,200.0,2.0,2008.0,3.0,1.0,2.0,,,,,1000000.0,2.0,,,,,,2.0,,,,1.0,360000.0,340000.0,0.0,,,0.0,,,,,9,,,1,4,2.0,2,,1,1,1,1300.0,5,2,,,341300,2,,,
405,1,43.0,2,14,1,40.0,4.0,1992.0,,1.0,2.0,,,,,300000.0,2.0,,,,,,1.0,3.0,1968.0,,2.0,,,0.0,,,0.0,,,,,9,,,1,4,2.0,2,,5,1,1,300.0,5,2,,,300,2,,,
405,1,43.0,2,15,1,70.0,4.0,2008.0,4.0,1.0,2.0,,,,,180000.0,2.0,,,,,,2.0,,,,1.0,56000.0,50000.0,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,270.0,5,2,,,50270,2,,,
405,3,1.0,1,13,2,200.0,2.0,1992.0,,1.0,2.0,,,,,600000.0,2.0,,,,,,1.0,10.0,1991.0,,2.0,,,0.0,,,0.0,,,,,5,2.0,0.0,1,5,2.0,2,,1,1,1,480.0,5,2,,,480,2,,,
405,3,1.0,1,14,1,25.0,4.0,1991.0,,1.0,2.0,,,,,300000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,2,,,1,2,,1,216.0,3,1,1,360.0,1,1,60.0,,636,2,,,
405,3,1.0,1,15,1,50.0,3.0,1992.0,,1.0,2.0,,,,,300000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,1,,,1,2,,1,0.0,1,1,1,960.0,5,2,,,960,2,,,
405,3,9.0,2,13,1,60.0,5.0,1971.0,,1.0,2.0,,,,,40000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,8,2.0,1.0,1,5,2.0,2,,3,1,2,,5,2,,,0,2,,,
405,3,9.0,2,14,1,50.0,4.0,2004.0,4.0,1.0,2.0,,,,,150000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,2.0,1,5,2.0,2,,3,1,1,180.0,5,2,,,180,2,,,
405,3,9.0,2,15,1,45.0,4.0,1994.0,,1.0,2.0,,,,,250000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,9,,,1,5,2.0,2,,3,1,1,240.0,5,2,,,240,2,,,
405,5,1.0,3,13,1,56.0,3.0,1989.0,,1.0,2.0,,,,,400000.0,2.0,,,,,,2.0,,,,2.0,,,30000.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,1,1,1,840.0,1,1,120.0,,30960,2,,,
405,5,1.0,3,14,1,120.0,2.0,1984.0,,1.0,2.0,,,,,500000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,1,1,1,1200.0,1,1,84.0,,1284,1,1.0,12.0,3000.0
405,5,1.0,3,15,1,56.0,4.0,1988.0,,1.0,2.0,,,,,200000.0,2.0,,,,,,2.0,,,,2.0,,,12000.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,1,1,1,600.0,1,1,84.0,,12684,2,,,
405,5,5.0,6,13,1,30.0,4.0,2000.0,,3.0,2.0,,,,,70000.0,1.0,2.0,,,,50000.0,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,1,1,2,,5,2,,,0,2,,,
405,5,5.0,6,15,1,30.0,4.0,1982.0,,1.0,2.0,,,,,30000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,6,1,1,130.0,5,2,,,130,2,,,
405,5,5.0,6,19,1,30.0,4.0,1978.0,,1.0,2.0,,,,,40000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,132.0,5,2,,,132,2,,,
405,5,15.0,9,13,1,70.0,4.0,1982.0,,1.0,2.0,,,,,70000.0,2.0,,,,,,2.0,,,,2.0,,,2300.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,600.0,5,2,,,2900,2,,,
405,5,15.0,9,15,1,28.0,4.0,1990.0,,1.0,2.0,,,,,50000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,360.0,5,2,,,360,2,,,
405,5,15.0,9,20,1,70.0,4.0,1994.0,,1.0,2.0,,,,,70000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,4000.0,,,,,4,2.0,1.0,1,4,2.0,2,,5,1,1,600.0,5,2,,,4600,2,,,
405,5,27.0,2,13,1,68.0,4.0,2005.0,4.0,1.0,2.0,,,,,80000.0,2.0,,,,,,2.0,,,,2.0,,,12000.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,3,1,1,500.0,5,2,,,12500,2,,,
405,5,27.0,2,14,1,55.0,4.0,1986.0,,1.0,2.0,,,,,50000.0,1.0,2.0,,,,70000.0,1.0,10.0,2003.0,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,420.0,5,2,,,420,2,,,
405,5,27.0,2,15,1,30.0,4.0,1976.0,,1.0,2.0,,,,,50000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,3,1,1,70.0,5,2,,,70,2,,,
405,5,37.0,19,14,1,35.0,4.0,1977.0,,1.0,2.0,,,,,300000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,1,1,1,720.0,1,1,70.0,,790,2,,,
405,5,37.0,19,15,1,80.0,4.0,2006.0,5.0,1.0,2.0,,,,,300000.0,1.0,2.0,,,,50000.0,1.0,7.0,2003.0,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,1,1,1,480.0,1,1,70.0,,550,2,,,
