tinh,huyen,xa,diaban,hoso,m7c1,m7c2,m7c3,m7c4,m7c5,m7c6,m7c7,m7c8,m7c9,m7c10,m7c11,m7c12,m7c13,m7c14,m7c15,m7c16,m7c17,m7c18,m7c19,m7c20a,m7c20b,m7c21,m7c22,m7c23,m7c23a,m7c24,m7c241,m7c242,m7c25,m7c251,m7c252,m7c253,m7c254,m7c26,m7c27,m7c27a,m7c28,m7c29,m7c30,m7c31,m7c32,m7c33,m7c34,m7c35,m7c36,m7c37,m7c38,m7c39,m7c391,m7c40,m7c41,m7c42,m7c43,m7c44
103,21,43.0,8,13,1,45.0,3.0,2000.0,,1.0,2.0,,,,,300000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,9,,,1,4,1.0,2,,3,1,1,360.0,1,1,30.0,,390,2,,,
103,21,43.0,8,14,1,40.0,4.0,1995.0,,1.0,2.0,,,,,50000.0,2.0,,,,,,2.0,,,,2.0,,,3000.0,,,500.0,,,,,4,1.0,1.0,1,4,1.0,2,,1,1,1,320.0,1,1,36.0,,3856,2,,,
103,21,43.0,8,15,1,40.0,3.0,1997.0,,1.0,2.0,,,,,120000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,9,,,1,4,1.0,2,,1,1,1,600.0,1,1,30.0,,630,2,,,
103,21,51.0,2,13,1,40.0,4.0,1977.0,,1.0,2.0,,,,,100000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,3,1,1,720.0,5,2,,,720,2,,,
103,21,51.0,2,14,1,20.0,4.0,1995.0,,1.0,2.0,,,,,40000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,9,,,1,4,1.0,2,,3,1,1,200.0,5,2,,,200,2,,,
103,21,51.0,2,15,1,36.0,4.0,1977.0,,1.0,2.0,,,,,120000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,9,,,1,4,1.0,2,,1,1,1,180.0,5,2,,,180,2,,,
104,1,1.0,9,13,1,70.0,3.0,1990.0,,1.0,2.0,,,,,500000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,2,,,1,2,,1,420.0,1,1,1,1080.0,1,1,36.0,,1536,2,,,
104,1,1.0,9,15,1,45.0,4.0,1989.0,,1.0,2.0,,,,,300000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,2.0,1,5,2.0,2,,3,1,1,240.0,1,1,36.0,,276,2,,,
104,1,1.0,9,19,1,90.0,4.0,2000.0,,1.0,2.0,,,,,250000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,1,,,2,1,,1,840.0,1,1,1,1440.0,1,1,72.0,,2352,1,2.0,,
104,1,3.0,8,13,1,70.0,4.0,1980.0,,1.0,2.0,,,,,250000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,600.0,1,1,48.0,,648,2,,,
104,1,3.0,8,14,1,40.0,4.0,2000.0,,1.0,2.0,,,,,250000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,840.0,5,2,,,840,2,,,
104,1,3.0,8,15,1,85.0,2.0,2000.0,,1.0,2.0,,,,,200000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,1,,,1,5,2.0,1,240.0,1,1,1,2040.0,1,1,96.0,,2376,1,2.0,,
104,1,4.0,8,13,1,120.0,3.0,1982.0,,1.0,2.0,,,,,450000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,1.0,1.0,1,5,1.0,2,,1,1,1,1398.0,1,1,42.0,,1440,2,,,
104,1,4.0,8,14,1,60.0,4.0,2003.0,4.0,1.0,2.0,,,,,200000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,838.0,1,1,48.0,,886,2,,,
104,1,4.0,8,15,1,50.0,4.0,1996.0,,3.0,2.0,,,,,190000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,552.0,1,1,48.0,,600,2,,,
104,1,7.0,3,14,1,80.0,2.0,1995.0,,1.0,2.0,,,,,800000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,1,,,1,1,,1,840.0,1,1,1,1800.0,1,1,72.0,,2712,2,,,
104,1,7.0,3,19,1,50.0,4.0,1993.0,,1.0,2.0,,,,,300000.0,2.0,,,,,,1.0,5.0,1993.0,,2.0,,,0.0,,,0.0,,,,,1,,,1,1,,1,480.0,1,1,1,1140.0,1,1,60.0,,1680,2,,,
104,1,7.0,3,20,1,109.0,2.0,1991.0,,1.0,2.0,,,,,1300000.0,2.0,,,,,,1.0,3.0,1991.0,,2.0,,,0.0,,,0.0,,,,,1,,,2,1,,1,480.0,1,1,1,1800.0,1,1,72.0,,2352,1,2.0,,
104,1,17.0,11,13,1,40.0,4.0,1992.0,,2.0,2.0,,,,,60000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,1200.0,5,2,,,1200,2,,,
104,1,17.0,11,14,1,40.0,4.0,2001.0,4.0,1.0,2.0,,,,,210000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,720.0,5,2,,,720,2,,,
104,1,17.0,11,15,1,60.0,4.0,1995.0,,1.0,2.0,,,,,150000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,600.0,5,2,,,600,2,,,
104,2,1.0,7,13,1,50.0,3.0,1980.0,,1.0,2.0,,,,,720000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,2,,,1,1,,1,240.0,1,1,1,1800.0,1,1,120.0,,2160,1,2.0,,
104,2,1.0,7,14,2,95.0,4.0,1991.0,,1.0,2.0,,,,,700000.0,1.0,2.0,,,,1500000.0,1.0,5.0,2001.0,,2.0,,,0.0,,,0.0,,,,,2,,,1,2,,1,600.0,5,1,1,1440.0,1,1,72.0,,2112,1,1.0,12.0,950.0
104,2,1.0,7,15,1,250.0,2.0,2007.0,4.0,1.0,2.0,,,,,3000000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,1,,,1,1,,1,960.0,1,1,1,3000.0,1,1,60.0,,4020,1,2.0,,
104,2,7.0,24,13,2,150.0,3.0,2007.0,4.0,1.0,2.0,,,,,800000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,710.0,5,2,,,710,2,,,
104,2,7.0,24,14,1,65.0,2.0,2007.0,4.0,1.0,2.0,,,,,1500000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,1,1,1,840.0,1,1,48.0,,888,2,,,
104,2,7.0,24,15,1,50.0,4.0,1978.0,,1.0,2.0,,,,,750000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,5,1,1,1200.0,1,1,180.0,,1380,2,,,
104,2,9.0,16,13,2,100.0,3.0,2005.0,4.0,1.0,2.0,,,,,800000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,1,1,1,4200.0,1,1,120.0,,4320,1,1.0,12.0,1800.0
104,2,9.0,16,15,2,168.0,3.0,2003.0,4.0,1.0,2.0,,,,,250000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,1060.0,1,1,120.0,,1180,2,,,
104,2,9.0,16,19,2,40.0,3.0,2002.0,4.0,1.0,2.0,,,,,160000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,2,1,1,480.0,1,1,60.0,,540,2,,,
104,2,13.0,14,13,1,60.0,4.0,1996.0,,1.0,2.0,,,,,120000.0,1.0,2.0,,,,150000.0,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,600.0,5,2,,,600,2,,,
104,2,13.0,14,14,1,42.0,4.0,2004.0,4.0,1.0,2.0,,,,,126000.0,2.0,,,,,,2.0,,,,2.0,,,16000.0,,,0.0,,,,,5,2.0,2.0,1,5,2.0,2,,5,1,1,360.0,5,2,,,16360,2,,,
104,2,13.0,14,15,1,15.0,4.0,2003.0,5.0,1.0,2.0,,,,,20000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,24.0,5,2,,,24,2,,,
104,3,11.0,3,13,1,50.0,4.0,1997.0,,1.0,2.0,,,,,90000.0,2.0,,,,,,1.0,5.0,1995.0,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,720.0,5,2,,,720,2,,,
104,3,11.0,3,14,1,40.0,4.0,2004.0,5.0,1.0,2.0,,,,,80000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,200.0,3,2,,,200,2,,,
104,3,11.0,3,15,1,40.0,4.0,2005.0,5.0,1.0,2.0,,,,,40000.0,1.0,2.0,,,,15000.0,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,1120.0,5,2,,,1120,2,,,
104,3,29.0,9,13,1,60.0,4.0,1998.0,,1.0,2.0,,,,,70000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,480.0,5,2,,,480,2,,,
104,3,29.0,9,14,1,60.0,4.0,1972.0,,1.0,2.0,,,,,90000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,960.0,5,2,,,960,2,,,
104,3,29.0,9,15,1,60.0,4.0,1995.0,,1.0,2.0,,,,,80000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,310.0,5,2,,,310,2,,,
104,3,33.0,9,13,1,125.0,3.0,2004.0,4.0,1.0,2.0,,,,,150000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,963.0,5,2,,,963,2,,,
104,3,33.0,9,14,1,30.0,4.0,2002.0,5.0,1.0,2.0,,,,,40000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,360.0,5,2,,,360,2,,,
104,3,33.0,9,15,1,60.0,4.0,1997.0,,1.0,2.0,,,,,80000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,480.0,5,2,,,480,2,,,
104,3,43.0,4,14,1,30.0,5.0,1985.0,,1.0,2.0,,,,,30000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,150.0,3,2,,,150,2,,,
104,3,43.0,4,15,1,30.0,4.0,2003.0,5.0,1.0,2.0,,,,,150000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,420.0,5,2,,,420,2,,,
104,3,43.0,4,19,1,60.0,4.0,1991.0,,1.0,2.0,,,,,40000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,300.0,5,2,,,300,2,,,
104,3,53.0,13,13,1,50.0,4.0,1998.0,,1.0,2.0,,,,,80000.0,1.0,2.0,,,,35000.0,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,890.0,3,2,,,890,2,,,
104,3,53.0,13,14,1,70.0,4.0,1991.0,,1.0,2.0,,,,,40000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,415.0,5,2,,,415,2,,,
104,3,53.0,13,15,1,50.0,4.0,1986.0,,1.0,2.0,,,,,50000.0,1.0,2.0,,,,50000.0,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,360.0,5,2,,,360,2,,,
104,3,61.0,5,13,1,160.0,3.0,2006.0,5.0,1.0,2.0,,,,,300000.0,1.0,2.0,,,,200000.0,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,1,1,1,480.0,5,2,,,480,2,,,
104,3,61.0,5,14,1,60.0,4.0,1983.0,,1.0,2.0,,,,,150000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,719.0,5,2,,,719,2,,,
104,3,61.0,5,15,1,60.0,4.0,1987.0,,1.0,2.0,,,,,50000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,250.0,3,2,,,250,2,,,
104,3,69.0,13,13,1,70.0,4.0,1985.0,,1.0,2.0,,,,,150000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,750.0,3,2,,,750,2,,,
104,3,69.0,13,19,1,80.0,4.0,2003.0,3.0,1.0,2.0,,,,,300000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,1104.0,5,2,,,1104,2,,,
104,3,69.0,13,20,1,60.0,4.0,1990.0,,1.0,2.0,,,,,150000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,420.0,5,2,,,420,2,,,
104,3,75.0,8,13,1,20.0,4.0,1971.0,,2.0,2.0,,,,,80000.0,1.0,2.0,,,,30000.0,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,288.0,5,2,,,288,2,,,
104,3,75.0,8,14,1,80.0,4.0,2000.0,,1.0,2.0,,,,,180000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,600.0,3,2,,,600,2,,,
104,3,75.0,8,19,1,60.0,4.0,1971.0,,1.0,2.0,,,,,120000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,420.0,5,2,,,420,2,,,
104,4,1.0,2,13,1,40.0,4.0,1993.0,,1.0,2.0,,,,,70000.0,2.0,,,,,,2.0,,,,1.0,30000.0,30000.0,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,1,1,1,1200.0,5,2,,,31200,2,,,
104,4,1.0,2,14,1,50.0,4.0,2001.0,5.0,1.0,2.0,,,,,50000.0,2.0,,,,,,2.0,,,,2.0,,,3000.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,500.0,3,2,,,3500,2,,,
104,4,1.0,2,15,1,70.0,4.0,1984.0,,1.0,2.0,,,,,60000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,420.0,5,2,,,420,2,,,
104,4,9.0,10,13,1,66.0,4.0,2002.0,4.0,1.0,2.0,,,,,150000.0,1.0,2.0,,,,65000.0,1.0,7.0,2003.0,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,960.0,3,2,,,960,2,,,
104,4,9.0,10,14,1,60.0,4.0,1985.0,,1.0,2.0,,,,,50000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,120.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,300.0,5,2,,,420,2,,,
104,4,9.0,10,15,1,60.0,4.0,2004.0,5.0,1.0,2.0,,,,,100000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,130.0,3,2,,,130,2,,,
104,5,17.0,5,13,1,30.0,4.0,1997.0,,1.0,2.0,,,,,130000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,360.0,4,2,,,360,2,,,
104,5,17.0,5,14,2,68.0,4.0,1980.0,,1.0,1.0,3.0,2400.0,12.0,12.0,30000.0,1.0,2.0,,,,50000.0,2.0,,,,2.0,,,10000.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,840.0,5,2,,,13240,2,,,
104,5,17.0,5,15,1,60.0,4.0,1997.0,,1.0,2.0,,,,,350000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,1700.0,5,2,,,1700,2,,,
104,5,21.0,9,13,1,30.0,4.0,1990.0,,1.0,2.0,,,,,230000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,430.0,5,2,,,430,2,,,
104,5,21.0,9,14,1,60.0,4.0,1991.0,,1.0,2.0,,,,,60000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,1.0,1.0,1,5,1.0,2,,5,1,1,560.0,5,2,,,560,2,,,
104,5,21.0,9,15,1,106.0,2.0,2008.0,3.0,1.0,2.0,,,,,650000.0,1.0,2.0,,,,150000.0,1.0,1.0,2007.0,,1.0,110000.0,110000.0,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,1,1,1,1200.0,5,2,,,111200,2,,,
104,5,29.0,3,13,1,40.0,4.0,1993.0,,1.0,2.0,,,,,40000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,300.0,5,2,,,300,2,,,
104,5,29.0,3,14,2,80.0,4.0,1994.0,,1.0,1.0,3.0,3240.0,12.0,12.0,320000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,3,1,1,780.0,5,2,,,4020,2,,,
104,5,29.0,3,15,1,46.0,4.0,1993.0,,1.0,2.0,,,,,170000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,3,1,1,720.0,3,2,,,720,2,,,
104,5,43.0,9,13,1,200.0,2.0,2008.0,4.0,1.0,2.0,,,,,500000.0,2.0,,,,,,2.0,,,,1.0,295000.0,260000.0,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,1,1,1,410.0,5,2,,,260410,2,,,
104,5,43.0,9,14,1,50.0,4.0,1984.0,,1.0,2.0,,,,,200000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,600.0,5,2,,,600,2,,,
104,5,43.0,9,15,1,60.0,4.0,1992.0,,1.0,2.0,,,,,400000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,1.0,1.0,1,5,2.0,2,,3,1,1,600.0,5,2,,,600,2,,,
104,5,45.0,14,14,1,45.0,4.0,1991.0,,1.0,2.0,,,,,260000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,1,1,1,1250.0,5,2,,,1250,2,,,
104,5,45.0,14,15,1,60.0,4.0,1992.0,,1.0,2.0,,,,,600000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,960.0,5,2,,,960,2,,,
104,5,45.0,14,19,1,200.0,2.0,2005.0,4.0,1.0,2.0,,,,,800000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,2.0,2,,1,1,1,600.0,5,2,,,600,2,,,
104,6,1.0,18,13,1,70.0,4.0,1979.0,,3.0,2.0,,,,,320000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,600.0,5,2,,,600,2,,,
104,6,1.0,18,14,1,90.0,4.0,2005.0,4.0,1.0,2.0,,,,,350000.0,2.0,,,,,,2.0,,,,2.0,,,7500.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,1,1,1,960.0,3,2,,,8460,2,,,
104,6,1.0,18,15,1,100.0,3.0,2007.0,4.0,1.0,2.0,,,,,300000.0,2.0,,,,,,2.0,,,,1.0,120000.0,30000.0,0.0,,,0.0,,,,,5,1.0,1.0,1,5,1.0,2,,1,1,1,480.0,3,2,,,30480,2,,,
104,6,3.0,2,13,1,24.0,4.0,2008.0,4.0,1.0,2.0,,,,,70000.0,1.0,2.0,,,,180000.0,1.0,3.0,2008.0,156000.0,1.0,60000.0,60000.0,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,600.0,5,2,,,216600,2,,,
104,6,3.0,2,14,1,45.0,4.0,1989.0,,1.0,2.0,,,,,600000.0,1.0,2.0,,,,200000.0,1.0,8.0,2000.0,,2.0,,,16000.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,480.0,5,2,,,16480,2,,,
104,6,3.0,2,15,1,70.0,4.0,1987.0,,1.0,2.0,,,,,120000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,480.0,5,2,,,480,2,,,
104,6,9.0,19,13,1,60.0,4.0,2001.0,5.0,1.0,2.0,,,,,170000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,2.0,1,5,2.0,2,,5,1,1,360.0,3,2,,,360,2,,,
104,6,9.0,19,14,1,70.0,4.0,1998.0,,1.0,2.0,,,,,220000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,1.0,1.0,1,5,1.0,2,,5,1,1,600.0,4,2,,,600,2,,,
104,6,9.0,19,15,1,70.0,4.0,1992.0,,1.0,2.0,,,,,250000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,1.0,1.0,1,5,1.0,2,,3,1,1,480.0,5,2,,,480,2,,,
104,6,21.0,11,13,1,150.0,3.0,1995.0,,1.0,2.0,,,,,1500000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,1.0,1.0,1,4,1.0,2,,1,1,1,1800.0,5,2,,,1800,2,,,
104,6,21.0,11,15,1,50.0,4.0,2003.0,5.0,1.0,2.0,,,,,130000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,5,1,1,480.0,3,2,,,480,2,,,
104,6,21.0,11,20,1,30.0,4.0,2004.0,4.0,1.0,2.0,,,,,120000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,3,1,1,660.0,5,2,,,660,2,,,
104,7,3.0,9,13,1,80.0,4.0,2004.0,4.0,1.0,2.0,,,,,40000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,4,1,1,480.0,5,2,,,480,2,,,
104,7,3.0,9,14,1,30.0,4.0,2003.0,4.0,3.0,2.0,,,,,30000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,5,1,1,360.0,5,2,,,360,2,,,
104,7,3.0,9,15,1,50.0,4.0,1993.0,,1.0,2.0,,,,,100000.0,2.0,,,,,,2.0,,,,2.0,,,50000.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,1,1,1,720.0,5,2,,,50720,2,,,
104,7,9.0,5,14,1,60.0,4.0,1998.0,,1.0,2.0,,,,,200000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,2.0,1,4,2.0,2,,1,1,1,360.0,1,1,100.0,,460,2,,,
104,7,9.0,5,15,1,46.0,4.0,1998.0,,1.0,2.0,,,,,190000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,2.0,2,4,2.0,2,,3,1,1,600.0,1,1,48.0,,648,2,,,
104,7,9.0,5,19,1,44.0,4.0,1974.0,,1.0,2.0,,,,,150000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,2.0,1,4,2.0,2,,5,1,1,500.0,3,2,,,500,2,,,
104,7,19.0,6,13,1,27.0,4.0,1990.0,,1.0,2.0,,,,,120000.0,2.0,,,,,,2.0,,,,2.0,,,5000.0,,,0.0,,,,,4,2.0,2.0,1,4,2.0,2,,5,1,1,360.0,1,1,16.0,,5376,2,,,
104,7,19.0,6,14,1,22.0,4.0,1990.0,,1.0,2.0,,,,,100000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,2.0,1,4,2.0,2,,5,1,1,500.0,1,1,16.0,,516,2,,,
104,7,19.0,6,15,1,27.0,4.0,1988.0,,1.0,2.0,,,,,150000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,2.0,1,4,2.0,2,,5,1,1,700.0,1,1,16.0,,716,2,,,
104,7,25.0,16,13,1,42.0,4.0,1977.0,,1.0,2.0,,,,,200000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,2.0,1,4,2.0,2,,3,1,1,360.0,1,1,24.0,,384,2,,,
104,7,25.0,16,15,1,60.0,4.0,1994.0,,1.0,2.0,,,,,500000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,2.0,1,4,2.0,2,,3,1,1,360.0,1,1,24.0,,384,2,,,
104,7,25.0,16,19,1,45.0,4.0,1999.0,,1.0,2.0,,,,,36000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,5,1,1,480.0,1,1,80.0,,560,2,,,
104,7,29.0,8,13,1,70.0,4.0,1985.0,,1.0,2.0,,,,,300000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,5,1,1,600.0,1,1,18.0,,618,2,,,
104,7,29.0,8,14,1,120.0,3.0,2004.0,4.0,1.0,2.0,,,,,300000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,5,1,1,480.0,1,1,12.0,,492,2,,,
104,7,29.0,8,15,1,40.0,4.0,1987.0,,1.0,2.0,,,,,150000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,4,2.0,1.0,1,4,2.0,2,,5,1,1,480.0,1,1,72.0,,552,2,,,
104,7,47.0,8,13,1,48.0,4.0,1986.0,,1.0,2.0,,,,,200000.0,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,,5,2.0,1.0,1,5,2.0,2,,3,1,1,540.0,1,1,100.0,,640,2,,,
