tinh,huyen,xa,diaban,hoso,matv,m4ac1a,m4ac1b,m4ac1c,m4ac2,m4ac3,m4ac4,m4ac5,m4ac6,m4ac7,m4ac8,m4ac9,m4ac10a,m4ac10b,m4ac11,m4ac12a,m4ac12b,m4ac12c,m4ac12d,m4ac12e,m4ac12f,m4ac13,m4ac14,m4ac15,m4ac16,m4ac17,m4ac18,m4ac19,m4ac20,m4ac21,m4ac22a,m4ac22b,m4ac22c,m4ac22d,m4ac22e,m4ac22f,m4ac23,m4ac24,m4ac25,m4ac26,m4ac27
105,13,23.0,7,20,2,1,2,2,1,,34.0,84.0,12.0,22.0,8.0,25.0,4.0,1.0,19807.0,668.0,0.0,0.0,0.0,0.0,668,2.0,,,,,,,,,,,,,,0,,,,1,3.0
105,13,23.0,7,20,3,1,2,2,1,,33.0,85.0,9.0,16.0,3.0,20.0,4.0,1.0,23055.0,292.0,0.0,0.0,0.0,0.0,292,2.0,,,,,,,,,,,,,,0,,,,1,4.0
105,13,23.0,7,20,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
105,13,23.0,7,20,5,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
105,13,23.0,7,20,6,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,13,35.0,18,13,1,2,1,1,1,,52.0,47.0,10.0,25.0,10.0,9.0,2.0,,,,,,,,0,1.0,92.0,1.0,4.0,8.0,5.0,11.0,2.0,,,,,,,0,2.0,,,1,3.0
105,13,35.0,18,13,2,2,1,1,1,,52.0,47.0,11.0,27.0,10.0,9.0,2.0,,,,,,,,0,1.0,92.0,1.0,4.0,3.0,6.0,11.0,2.0,,,,,,,0,2.0,,,1,4.0
105,13,35.0,18,13,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
105,13,35.0,18,13,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,13,35.0,18,15,1,1,1,2,1,,71.0,41.0,12.0,27.0,9.0,5.0,3.0,,12530.0,501.0,0.0,0.0,0.0,5012.0,5513,1.0,92.0,1.0,2.0,3.0,5.0,5.0,2.0,,,,,,,0,2.0,,,1,3.0
105,13,35.0,18,15,2,2,1,1,1,,52.0,47.0,12.0,26.0,10.0,4.0,2.0,,,,,,,,0,1.0,92.0,1.0,12.0,30.0,2.0,6.0,2.0,,,,,,,0,2.0,,,1,4.0
105,13,35.0,18,19,1,1,2,2,1,,71.0,41.0,11.0,28.0,9.0,15.0,3.0,,16432.0,657.0,0.0,0.0,0.0,6573.0,7230,2.0,,,,,,,,,,,,,,0,,,,2,
105,13,35.0,18,19,2,2,1,2,1,,92.0,1.0,4.0,12.0,5.0,20.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,4.0
105,15,1.0,12,13,1,1,2,2,1,,23.0,85.0,12.0,22.0,8.0,22.0,4.0,1.0,40750.0,274.0,0.0,0.0,0.0,0.0,274,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,15,1.0,12,13,2,1,2,2,1,,33.0,85.0,12.0,22.0,8.0,20.0,4.0,1.0,32863.0,274.0,0.0,0.0,0.0,0.0,274,2.0,,,,,,,,,,,,,,0,,,,1,2.0
105,15,1.0,12,13,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,15,1.0,12,13,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,15,1.0,12,15,1,1,2,1,1,,33.0,85.0,12.0,22.0,8.0,15.0,4.0,1.0,36149.0,439.0,0.0,0.0,0.0,274.0,713,1.0,52.0,47.0,3.0,10.0,7.0,3.0,2.0,,,,,,,0,2.0,,,1,2.0
105,15,1.0,12,15,2,1,2,2,1,,33.0,85.0,12.0,22.0,8.0,13.0,4.0,1.0,32206.0,439.0,0.0,0.0,0.0,274.0,713,2.0,,,,,,,,,,,,,,0,,,,1,3.0
105,15,1.0,12,15,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,15,1.0,12,15,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,15,1.0,12,20,1,1,1,2,1,,74.0,31.0,9.0,22.0,9.0,4.0,3.0,,12378.0,0.0,0.0,0.0,0.0,0.0,0,1.0,92.0,1.0,4.0,20.0,6.0,10.0,2.0,,,,,,,0,2.0,,,1,2.0
105,15,1.0,12,20,2,2,1,1,1,,52.0,47.0,10.0,25.0,8.0,6.0,2.0,,,,,,,,0,1.0,92.0,1.0,3.0,15.0,6.0,8.0,2.0,,,,,,,0,2.0,,,1,2.0
105,15,1.0,12,20,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,15,13.0,7,13,1,2,1,2,1,,92.0,1.0,10.0,24.0,4.0,26.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,2,
105,15,13.0,7,13,2,2,1,2,1,,92.0,1.0,5.0,20.0,5.0,40.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,3.0
105,15,13.0,7,13,3,2,1,1,1,,74.0,16.0,10.0,25.0,6.0,8.0,2.0,,,,,,,,0,1.0,92.0,1.0,4.0,15.0,6.0,7.0,2.0,,,,,,,0,2.0,,,1,1.0
105,15,13.0,7,14,1,2,1,1,1,,92.0,1.0,10.0,28.0,6.0,10.0,2.0,,,,,,,,0,1.0,74.0,11.0,10.0,24.0,4.0,10.0,2.0,,,,,,,0,1.0,2.0,,2,
105,15,13.0,7,14,2,2,1,1,1,,74.0,10.0,11.0,28.0,7.0,9.0,2.0,,,,,,,,0,1.0,92.0,1.0,4.0,25.0,6.0,30.0,2.0,,,,,,,0,1.0,2.0,,1,1.0
105,15,13.0,7,14,3,2,1,1,1,,74.0,16.0,11.0,28.0,7.0,3.0,2.0,,,,,,,,0,1.0,92.0,1.0,4.0,20.0,6.0,3.0,2.0,,,,,,,0,2.0,,,1,2.0
105,15,13.0,7,14,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
105,15,13.0,7,14,5,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
105,15,13.0,7,14,6,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,15,13.0,7,14,7,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,15,13.0,7,15,1,1,1,2,1,,92.0,1.0,7.0,20.0,6.0,20.0,2.0,,,,,,,,0,1.0,74.0,16.0,4.0,20.0,8.0,5.0,3.0,1013.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,,1,1.0
105,15,13.0,7,15,2,1,1,2,1,,92.0,1.0,7.0,20.0,7.0,20.0,2.0,,,,,,,,0,1.0,74.0,16.0,4.0,20.0,8.0,5.0,3.0,1181.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,,1,2.0
105,15,13.0,7,15,3,1,2,2,1,,34.0,22.0,7.0,22.0,8.0,1.0,6.0,,8859.0,84.0,0.0,0.0,0.0,0.0,84,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,15,23.0,6,13,1,1,1,2,1,,92.0,1.0,9.0,25.0,8.0,10.0,2.0,,,,,,,,0,1.0,51.0,84.0,12.0,30.0,3.0,7.0,4.0,5012.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,,1,1.0
105,15,23.0,6,13,2,2,1,1,1,,61.0,47.0,10.0,22.0,7.0,10.0,2.0,,,,,,,,0,1.0,92.0,1.0,5.0,16.0,8.0,24.0,2.0,,,,,,,0,2.0,,,1,2.0
105,15,23.0,6,13,3,1,2,1,1,,72.0,95.0,7.0,20.0,10.0,8.0,2.0,,,,,,,,0,1.0,82.0,28.0,5.0,25.0,8.0,4.0,6.0,6265.0,167.0,0.0,0.0,0.0,0.0,167,2.0,,,2,
105,15,23.0,6,13,4,2,1,1,1,,74.0,16.0,7.0,25.0,8.0,10.0,2.0,,,,,,,,0,1.0,92.0,1.0,3.0,15.0,5.0,7.0,2.0,,,,,,,0,2.0,,,1,2.0
105,15,23.0,6,15,1,2,1,1,1,,52.0,47.0,7.0,25.0,8.0,3.0,2.0,,,,,,,,0,1.0,92.0,1.0,5.0,20.0,7.0,6.0,2.0,,,,,,,0,1.0,2.0,,1,1.0
105,15,23.0,6,15,2,2,1,1,1,,52.0,47.0,7.0,25.0,8.0,3.0,2.0,,,,,,,,0,1.0,92.0,1.0,4.0,25.0,8.0,18.0,2.0,,,,,,,0,1.0,2.0,,1,2.0
105,15,23.0,6,15,4,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,15,23.0,6,19,1,1,1,2,1,,93.0,41.0,8.0,20.0,9.0,5.0,3.0,,15052.0,0.0,0.0,0.0,0.0,0.0,0,1.0,92.0,1.0,2.0,22.0,7.0,22.0,2.0,,,,,,,0,2.0,,,2,
105,15,23.0,6,19,2,2,1,1,1,,91.0,47.0,8.0,20.0,5.0,6.0,2.0,,,,,,,,0,1.0,92.0,1.0,3.0,22.0,7.0,25.0,2.0,,,,,,,0,2.0,,,1,1.0
105,15,23.0,6,19,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,15,23.0,6,19,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,15,23.0,6,19,5,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,15,23.0,6,19,6,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
105,15,29.0,3,13,1,2,1,2,1,,92.0,1.0,11.0,18.0,6.0,30.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,15,29.0,3,13,2,2,1,2,1,,92.0,1.0,11.0,15.0,8.0,10.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
105,15,29.0,3,13,3,2,2,2,2,4.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,15,29.0,3,13,4,1,2,2,1,,93.0,41.0,10.0,20.0,9.0,4.0,3.0,,8027.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,,,,,,,,,,,,,0,,,,2,
105,15,29.0,3,14,1,1,1,2,1,,71.0,41.0,8.0,25.0,9.0,8.0,3.0,,11163.0,0.0,0.0,0.0,0.0,0.0,0,1.0,92.0,1.0,3.0,20.0,4.0,7.0,2.0,,,,,,,0,2.0,,,1,1.0
105,15,29.0,3,14,2,1,1,2,1,,92.0,1.0,6.0,20.0,8.0,10.0,2.0,,,,,,,,0,1.0,92.0,1.0,4.0,15.0,8.0,5.0,3.0,1786.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,,1,2.0
105,15,29.0,3,14,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,15,29.0,3,14,5,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
105,15,29.0,3,20,1,2,1,1,1,,72.0,28.0,11.0,25.0,8.0,7.0,2.0,,,,,,,,0,1.0,92.0,1.0,2.0,10.0,5.0,30.0,2.0,,,,,,,0,2.0,,,2,
105,15,29.0,3,20,2,2,1,2,1,,92.0,1.0,8.0,22.0,7.0,25.0,2.0,,,,,,,,0,1.0,92.0,1.0,8.0,15.0,3.0,5.0,2.0,,,,,,,0,2.0,,,1,2.0
105,15,29.0,3,20,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,15,29.0,3,20,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,17,13.0,14,13,1,2,1,2,1,,92.0,1.0,12.0,30.0,8.0,20.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,2,
105,17,13.0,14,13,2,2,1,1,1,,91.0,47.0,9.0,26.0,8.0,17.0,2.0,,,,,,,,0,1.0,92.0,1.0,3.0,26.0,8.0,17.0,2.0,,,,,,,0,2.0,,,2,
105,17,13.0,14,13,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
105,17,13.0,14,13,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
105,17,13.0,14,14,1,1,2,2,1,,91.0,85.0,12.0,30.0,8.0,5.0,4.0,2.0,5063.0,84.0,0.0,0.0,0.0,0.0,84,2.0,,,,,,,,,,,,,,0,,,,2,
105,17,13.0,14,14,2,2,1,1,1,,74.0,10.0,10.0,28.0,8.0,10.0,2.0,,,,,,,,0,1.0,92.0,1.0,2.0,22.0,8.0,20.0,2.0,,,,,,,0,2.0,,,1,1.0
105,17,13.0,14,14,3,2,1,1,1,,74.0,10.0,9.0,27.0,8.0,5.0,2.0,,,,,,,,0,1.0,92.0,1.0,3.0,22.0,8.0,5.0,2.0,,,,,,,0,2.0,,,1,1.0
105,17,13.0,14,14,4,2,1,1,1,,74.0,10.0,9.0,28.0,8.0,3.0,2.0,,,,,,,,0,1.0,92.0,1.0,3.0,24.0,8.0,3.0,2.0,,,,,,,0,2.0,,,1,1.0
105,17,13.0,14,15,1,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
105,17,13.0,14,15,2,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
105,17,13.0,14,15,3,1,2,2,1,,34.0,84.0,12.0,2.0,8.0,10.0,4.0,1.0,8573.0,1786.0,0.0,0.0,1072.0,0.0,2858,2.0,,,,,,,,,,,,,,0,,,,2,
105,17,13.0,14,15,4,1,2,2,1,,33.0,85.0,12.0,2.0,8.0,5.0,4.0,1.0,11163.0,2232.0,0.0,0.0,0.0,0.0,2232,2.0,,,,,,,,,,,,,,0,,,,1,2.0
105,17,21.0,24,13,1,2,1,2,1,,92.0,1.0,10.0,22.0,4.0,8.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,17,21.0,24,13,2,2,1,2,1,,92.0,1.0,10.0,22.0,4.0,8.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
105,17,21.0,24,13,3,1,2,2,1,,71.0,41.0,12.0,22.0,8.0,2.0,4.0,2.0,9022.0,83.0,0.0,0.0,0.0,83.0,166,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,17,21.0,24,14,1,2,1,2,1,,92.0,1.0,6.0,15.0,4.0,4.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,17,21.0,24,14,2,2,1,2,1,,92.0,1.0,6.0,15.0,5.0,4.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
105,17,21.0,24,14,3,1,2,2,1,,83.0,41.0,12.0,22.0,8.0,5.0,4.0,1.0,15036.0,167.0,0.0,0.0,0.0,83.0,250,2.0,,,,,,,,,,,,,,0,,,,2,
105,17,21.0,24,19,1,2,1,2,1,,92.0,1.0,8.0,22.0,4.0,7.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
105,17,21.0,24,19,2,2,1,2,1,,92.0,1.0,8.0,22.0,4.0,5.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
105,17,21.0,24,19,3,1,2,2,1,,91.0,55.0,12.0,22.0,8.0,4.0,3.0,,7017.0,83.0,0.0,0.0,0.0,83.0,166,2.0,,,,,,,,,,,,,,0,,,,2,
105,17,21.0,24,19,4,1,2,2,1,,71.0,41.0,12.0,22.0,8.0,2.0,4.0,2.0,15036.0,83.0,0.0,0.0,0.0,83.0,166,2.0,,,,,,,,,,,,,,0,,,,2,
105,17,31.0,8,13,1,2,1,2,1,,92.0,1.0,5.0,20.0,8.0,40.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,17,31.0,8,13,2,1,1,2,1,,93.0,41.0,10.0,20.0,8.0,4.0,3.0,,6021.0,0.0,0.0,0.0,0.0,0.0,0,1.0,92.0,1.0,2.0,15.0,7.0,5.0,2.0,,,,,,,0,2.0,,,2,
105,17,31.0,8,13,3,1,1,2,1,,93.0,41.0,4.0,20.0,8.0,3.0,3.0,,2007.0,0.0,0.0,0.0,0.0,0.0,0,1.0,92.0,1.0,2.0,15.0,7.0,4.0,2.0,,,,,,,0,2.0,,,1,1.0
105,17,31.0,8,14,1,2,1,2,1,,82.0,1.0,10.0,20.0,8.0,26.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,17,31.0,8,14,2,2,1,1,1,,52.0,47.0,10.0,20.0,8.0,10.0,2.0,,,,,,,,0,1.0,92.0,1.0,2.0,20.0,7.0,26.0,2.0,,,,,,,0,2.0,,,2,
105,17,31.0,8,14,3,2,1,1,1,,92.0,1.0,8.0,22.0,8.0,4.0,2.0,,,,,,,,0,1.0,52.0,47.0,2.0,20.0,6.0,2.0,2.0,,,,,,,0,2.0,,,2,
105,17,31.0,8,14,4,1,2,2,1,,71.0,41.0,10.0,20.0,8.0,4.0,3.0,,10126.0,84.0,0.0,0.0,0.0,168.0,252,2.0,,,,,,,,,,,,,,0,,,,2,
105,17,31.0,8,14,5,2,1,1,1,,52.0,47.0,10.0,20.0,8.0,1.0,2.0,,,,,,,,0,1.0,92.0,1.0,2.0,20.0,7.0,2.0,2.0,,,,,,,0,2.0,,,1,1.0
105,17,31.0,8,14,6,2,2,2,2,5.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,17,31.0,8,14,7,2,1,2,1,,92.0,1.0,9.0,20.0,8.0,17.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
105,17,31.0,8,20,1,2,1,2,1,,92.0,1.0,10.0,25.0,7.0,52.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,17,31.0,8,20,2,2,1,2,1,,92.0,1.0,10.0,25.0,8.0,45.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,17,31.0,8,20,3,1,2,2,1,,93.0,43.0,9.0,20.0,8.0,4.0,4.0,2.0,9645.0,89.0,0.0,0.0,0.0,178.0,267,2.0,,,,,,,,,,,,,,0,,,,2,
105,17,31.0,8,20,4,1,2,2,1,,93.0,43.0,9.0,20.0,8.0,4.0,4.0,2.0,11163.0,89.0,0.0,0.0,0.0,178.0,267,2.0,,,,,,,,,,,,,,0,,,,2,
105,17,31.0,8,20,5,2,1,2,1,,92.0,1.0,10.0,25.0,8.0,4.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
105,17,39.0,2,13,1,2,1,2,1,,92.0,1.0,10.0,20.0,8.0,48.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,17,39.0,2,13,2,1,1,2,1,,93.0,41.0,6.0,20.0,8.0,6.0,3.0,,3751.0,0.0,0.0,0.0,0.0,0.0,0,1.0,93.0,1.0,2.0,20.0,9.0,2.0,2.0,,,,,,,0,2.0,,,2,
105,17,39.0,2,13,3,2,1,2,1,,92.0,1.0,10.0,20.0,7.0,3.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
105,17,39.0,2,13,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,17,39.0,2,13,5,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,17,39.0,2,15,1,2,1,2,1,,92.0,1.0,10.0,20.0,7.0,30.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,17,39.0,2,15,2,2,1,2,1,,92.0,1.0,10.0,24.0,8.0,28.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
105,17,39.0,2,15,3,1,2,2,1,,72.0,28.0,12.0,24.0,8.0,5.0,3.0,,12151.0,84.0,0.0,0.0,0.0,84.0,168,2.0,,,,,,,,,,,,,,0,,,,2,
105,17,39.0,2,15,4,1,2,2,1,,74.0,14.0,10.0,24.0,8.0,4.0,6.0,,9450.0,84.0,0.0,0.0,0.0,168.0,252,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,17,39.0,2,15,5,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,17,39.0,2,20,1,2,1,2,1,,92.0,1.0,9.0,20.0,7.0,30.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,17,39.0,2,20,2,1,1,2,1,,92.0,1.0,7.0,20.0,8.0,30.0,2.0,,,,,,,,0,1.0,93.0,23.0,4.0,15.0,8.0,3.0,3.0,2007.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,,1,1.0
105,17,39.0,2,20,3,1,1,2,1,,74.0,16.0,10.0,22.0,8.0,3.0,6.0,,4415.0,51.0,0.0,0.0,0.0,0.0,51,1.0,92.0,1.0,3.0,20.0,7.0,3.0,2.0,,,,,,,0,2.0,,,2,
105,17,39.0,2,20,4,1,1,2,1,,74.0,16.0,9.0,22.0,8.0,1.0,6.0,,3974.0,51.0,0.0,0.0,0.0,0.0,51,1.0,92.0,1.0,3.0,20.0,7.0,2.0,2.0,,,,,,,0,2.0,,,2,
105,17,39.0,2,20,5,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
105,17,39.0,2,20,6,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
105,17,39.0,2,20,7,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,17,39.0,2,20,8,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,17,47.0,19,13,1,1,1,2,1,,93.0,41.0,6.0,22.0,8.0,5.0,3.0,,4410.0,0.0,0.0,0.0,0.0,0.0,0,1.0,92.0,3.0,3.0,20.0,8.0,10.0,2.0,,,,,,,0,2.0,,,2,
105,17,47.0,19,13,2,2,1,2,1,,92.0,1.0,12.0,25.0,8.0,10.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
105,17,47.0,19,13,3,1,1,2,1,,93.0,41.0,7.0,20.0,8.0,2.0,3.0,,4678.0,0.0,0.0,0.0,0.0,0.0,0,1.0,92.0,1.0,3.0,20.0,7.0,3.0,2.0,,,,,,,0,2.0,,,1,1.0
105,17,47.0,19,13,4,1,1,2,1,,93.0,41.0,6.0,22.0,8.0,1.0,3.0,,4410.0,0.0,0.0,0.0,0.0,0.0,0,1.0,92.0,1.0,3.0,20.0,7.0,2.0,2.0,,,,,,,0,2.0,,,2,
105,17,47.0,19,14,1,1,1,2,1,,79.0,23.0,7.0,22.0,8.0,1.0,3.0,,10536.0,100.0,0.0,0.0,0.0,0.0,100,1.0,92.0,1.0,3.0,20.0,7.0,8.0,2.0,,,,,,,0,2.0,,,2,
105,17,47.0,19,14,2,1,1,2,1,,92.0,1.0,6.0,20.0,7.0,10.0,2.0,,,,,,,,0,1.0,74.0,16.0,5.0,25.0,8.0,3.0,3.0,3512.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,,1,2.0
105,17,47.0,19,14,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,17,47.0,19,14,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
105,17,47.0,19,19,1,2,1,1,1,,74.0,10.0,7.0,20.0,6.0,5.0,2.0,,,,,,,,0,1.0,92.0,1.0,4.0,24.0,8.0,20.0,2.0,,,,,,,0,2.0,,,1,1.0
105,17,47.0,19,19,2,2,1,1,1,,52.0,47.0,7.0,28.0,8.0,3.0,2.0,,,,,,,,0,1.0,92.0,1.0,4.0,25.0,8.0,20.0,2.0,,,,,,,0,2.0,,,1,1.0
105,17,47.0,19,19,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,17,59.0,7,13,1,2,1,1,1,,92.0,1.0,6.0,20.0,7.0,37.0,2.0,,,,,,,,0,1.0,74.0,16.0,5.0,24.0,8.0,30.0,2.0,,,,,,,0,2.0,,,1,2.0
105,17,59.0,7,13,2,2,1,1,1,,79.0,96.0,10.0,20.0,6.0,2.0,2.0,,,,,,,,0,1.0,92.0,1.0,2.0,20.0,8.0,5.0,2.0,,,,,,,0,2.0,,,1,1.0
105,17,59.0,7,13,3,1,1,2,1,,71.0,41.0,6.0,17.0,8.0,1.0,3.0,,4050.0,0.0,0.0,0.0,0.0,0.0,0,1.0,92.0,1.0,3.0,20.0,8.0,2.0,2.0,,,,,,,0,2.0,,,2,
105,17,59.0,7,14,1,2,1,2,1,,92.0,1.0,11.0,22.0,6.0,37.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
105,17,59.0,7,14,2,2,1,2,1,,92.0,1.0,6.0,22.0,8.0,30.0,2.0,,,,,,,,0,1.0,92.0,3.0,5.0,15.0,8.0,15.0,2.0,,,,,,,0,2.0,,,1,1.0
105,17,59.0,7,14,3,2,1,1,1,,74.0,16.0,8.0,24.0,8.0,2.0,2.0,,,,,,,,0,1.0,92.0,1.0,3.0,22.0,8.0,2.0,2.0,,,,,,,0,2.0,,,1,1.0
105,17,59.0,7,14,4,2,1,2,1,,92.0,1.0,6.0,22.0,8.0,1.0,2.0,,,,,,,,0,1.0,92.0,3.0,5.0,15.0,7.0,1.0,2.0,,,,,,,0,2.0,,,1,1.0
105,17,59.0,7,14,5,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,17,59.0,7,14,6,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,17,59.0,7,15,1,2,1,2,1,,92.0,3.0,6.0,18.0,8.0,2.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,2,
105,17,59.0,7,15,2,2,1,1,1,,74.0,16.0,9.0,26.0,8.0,37.0,2.0,,,,,,,,0,1.0,92.0,1.0,2.0,10.0,6.0,30.0,2.0,,,,,,,0,2.0,,,1,2.0
105,17,59.0,7,15,3,1,1,2,1,,91.0,97.0,6.0,22.0,8.0,2.0,3.0,,4817.0,0.0,0.0,0.0,0.0,0.0,0,1.0,92.0,1.0,2.0,10.0,6.0,2.0,2.0,,,,,,,0,2.0,,,2,
105,19,13.0,9,13,1,2,2,2,2,5.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
105,19,13.0,9,13,2,2,1,2,1,,92.0,1.0,3.0,10.0,6.0,40.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,5.0
105,19,13.0,9,14,1,2,1,1,1,,52.0,47.0,12.0,26.0,8.0,12.0,2.0,,,,,,,,0,1.0,92.0,1.0,2.0,20.0,6.0,15.0,2.0,,,,,,,0,2.0,,,1,1.0
