tinh,huyen,xa,diaban,hoso,matv,m4ac1a,m4ac1b,m4ac1c,m4ac2,m4ac3,m4ac4,m4ac5,m4ac6,m4ac7,m4ac8,m4ac9,m4ac10a,m4ac10b,m4ac11,m4ac12a,m4ac12b,m4ac12c,m4ac12d,m4ac12e,m4ac12f,m4ac13,m4ac14,m4ac15,m4ac16,m4ac17,m4ac18,m4ac19,m4ac20,m4ac21,m4ac22a,m4ac22b,m4ac22c,m4ac22d,m4ac22e,m4ac22f,m4ac23,m4ac24,m4ac25,m4ac26,m4ac27
101,1,3.0,1,13,1,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
101,1,3.0,1,13,2,1,2,2,1,,93.0,17.0,12.0,26.0,8.0,1.0,6.0,,17632.0,918.0,0.0,0.0,0.0,0.0,918,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,1,3.0,1,13,3,2,2,2,2,5.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3.0
101,1,3.0,1,14,1,1,2,2,1,,24.0,46.0,12.0,26.0,8.0,5.0,6.0,,39528.0,2823.0,0.0,0.0,0.0,0.0,2823,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,1,3.0,1,14,2,1,2,1,1,,91.0,14.0,6.0,28.0,8.0,0.0,6.0,,14117.0,0.0,0.0,0.0,0.0,0.0,0,1.0,74.0,14.0,12.0,20.0,2.0,10.0,2.0,,,,,,,0,2.0,,,1,3.0
101,1,3.0,1,14,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,1,3.0,1,15,1,2,2,1,1,,22.0,86.0,12.0,20.0,5.0,15.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,3.0
101,1,3.0,1,15,2,1,2,2,1,,22.0,86.0,12.0,26.0,8.0,5.0,6.0,,39528.0,2823.0,0.0,0.0,0.0,0.0,2823,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,1,9.0,19,15,1,2,2,1,1,,91.0,56.0,12.0,25.0,5.0,15.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,1,9.0,19,15,2,2,2,1,1,,91.0,56.0,12.0,25.0,5.0,15.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,1,9.0,19,19,1,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
101,1,9.0,19,19,2,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,1,9.0,19,19,3,1,2,2,1,,32.0,47.0,12.0,23.0,8.0,1.0,3.0,,22040.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,1,9.0,19,20,1,1,2,2,1,,41.0,46.0,12.0,22.0,8.0,10.0,6.0,,33061.0,918.0,0.0,0.0,0.0,0.0,918,2.0,,,,,,,,,,,,,,0,,,,2,
101,1,9.0,19,20,2,1,2,2,1,,93.0,96.0,10.0,23.0,8.0,2.0,3.0,,13224.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,1,9.0,19,20,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,1,15.0,50,13,1,1,2,2,1,,24.0,46.0,12.0,26.0,10.0,1.0,6.0,,79055.0,9412.0,0.0,0.0,0.0,3388.0,12800,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,1,15.0,50,13,2,1,2,2,1,,21.0,61.0,12.0,22.0,8.0,14.0,4.0,1.0,56468.0,9412.0,0.0,0.0,0.0,5647.0,15059,2.0,,,,,,,,,,,,,,0,,,,1,3.0
101,1,15.0,50,13,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,1,15.0,50,13,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,1,15.0,50,14,1,1,2,2,1,,24.0,52.0,12.0,22.0,8.0,2.0,6.0,,56468.0,7529.0,0.0,0.0,0.0,11293.0,18822,2.0,,,,,,,,,,,,,,0,,,,2,
101,1,15.0,50,14,2,1,2,2,1,,24.0,52.0,12.0,22.0,8.0,5.0,4.0,2.0,56468.0,8470.0,0.0,0.0,0.0,12235.0,20705,2.0,,,,,,,,,,,,,,0,,,,2,
101,1,15.0,50,15,1,1,2,2,1,,21.0,74.0,12.0,22.0,8.0,26.0,4.0,1.0,39528.0,4706.0,0.0,0.0,0.0,3388.0,8094,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,1,15.0,50,15,2,1,2,2,1,,24.0,64.0,12.0,22.0,8.0,18.0,4.0,1.0,56468.0,4706.0,0.0,0.0,0.0,5647.0,10353,2.0,,,,,,,,,,,,,,0,,,,1,3.0
101,1,15.0,50,15,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,1,15.0,50,15,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,1,17.0,2,13,1,2,2,1,1,,91.0,56.0,12.0,30.0,14.0,20.0,1.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,4.0
101,1,17.0,2,13,2,1,2,2,1,,91.0,93.0,12.0,30.0,10.0,1.0,3.0,,8374.0,1047.0,0.0,0.0,0.0,0.0,1047,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,1,17.0,2,14,1,1,2,2,1,,33.0,85.0,9.0,20.0,8.0,33.0,4.0,1.0,33061.0,2755.0,1837.0,0.0,0.0,459.0,5051,2.0,,,,,,,,,,,,,,0,,,,1,3.0
101,1,17.0,2,14,2,2,2,2,2,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,8.0
101,1,17.0,2,14,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4.0
101,1,17.0,2,19,1,2,2,1,1,,91.0,56.0,12.0,28.0,5.0,10.0,1.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,6.0
101,1,17.0,2,19,2,1,2,2,1,,74.0,56.0,12.0,30.0,10.0,8.0,3.0,,28234.0,941.0,0.0,0.0,0.0,470.0,1411,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,1,21.0,36,13,1,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3.0
101,1,21.0,36,13,2,2,2,2,2,7.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,1,21.0,36,15,1,1,2,2,1,,91.0,47.0,10.0,29.0,9.0,1.0,3.0,,12213.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,1,21.0,36,15,2,1,2,2,1,,24.0,86.0,12.0,30.0,10.0,20.0,3.0,,13608.0,1745.0,0.0,0.0,0.0,0.0,1745,2.0,,,,,,,,,,,,,,0,,,,2,
101,1,21.0,36,15,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
101,1,21.0,36,19,1,2,2,1,1,,91.0,63.0,9.0,30.0,10.0,5.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,1,21.0,36,19,2,2,2,1,1,,23.0,85.0,12.0,22.0,5.0,20.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,2,
101,1,21.0,36,19,3,2,2,1,1,,91.0,47.0,4.0,28.0,10.0,7.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,2,
101,1,21.0,36,19,4,1,2,2,1,,34.0,60.0,12.0,26.0,8.0,2.0,4.0,2.0,22040.0,1837.0,0.0,0.0,0.0,2755.0,4592,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,1,21.0,36,19,5,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,1,23.0,18,13,1,1,2,2,1,,24.0,46.0,12.0,22.0,8.0,30.0,4.0,1.0,79055.0,6587.0,0.0,0.0,0.0,0.0,6587,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,1,23.0,18,13,2,1,2,2,1,,24.0,46.0,12.0,22.0,8.0,30.0,4.0,1.0,56468.0,5647.0,0.0,0.0,0.0,0.0,5647,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,1,23.0,18,24,1,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
101,1,23.0,18,24,2,1,2,2,1,,24.0,65.0,12.0,22.0,8.0,2.0,7.0,,50821.0,4706.0,0.0,0.0,0.0,0.0,4706,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,1,23.0,18,24,3,1,2,2,1,,34.0,46.0,12.0,23.0,8.0,13.0,6.0,,56468.0,4706.0,0.0,0.0,0.0,0.0,4706,2.0,,,,,,,,,,,,,,0,,,,2,
101,1,23.0,18,29,1,2,2,1,1,,91.0,47.0,12.0,30.0,9.0,4.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,1,23.0,18,29,2,2,2,1,1,,91.0,47.0,12.0,25.0,6.0,4.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,3,3.0,23,13,1,2,2,1,1,,91.0,56.0,12.0,28.0,9.0,2.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,3.0
101,3,3.0,23,13,2,2,2,1,1,,91.0,56.0,12.0,28.0,9.0,2.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,3,3.0,23,13,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,3,3.0,23,13,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,3,3.0,23,15,1,1,2,2,1,,79.0,58.0,12.0,28.0,8.0,20.0,4.0,2.0,15702.0,5670.0,0.0,0.0,0.0,0.0,5670,2.0,,,,,,,,,,,,,,0,,,,1,3.0
101,3,3.0,23,15,2,1,2,2,1,,91.0,97.0,12.0,24.0,7.0,1.0,3.0,,12213.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,,,,,,,,,,,,,0,,,,1,4.0
101,3,3.0,23,15,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,3,3.0,23,15,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,3,3.0,23,19,1,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
101,3,3.0,23,19,2,1,2,2,1,,21.0,41.0,12.0,26.0,8.0,10.0,6.0,,49591.0,18367.0,0.0,0.0,0.0,0.0,18367,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,3,3.0,23,19,3,2,2,2,2,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,6.0
101,3,3.0,23,19,5,1,2,2,1,,21.0,71.0,12.0,20.0,8.0,4.0,3.0,,42979.0,9184.0,0.0,0.0,0.0,0.0,9184,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,3,11.0,9,15,1,1,2,2,1,,83.0,9.0,12.0,22.0,8.0,20.0,4.0,1.0,33881.0,2823.0,0.0,0.0,2353.0,1694.0,6870,2.0,,,,,,,,,,,,,,0,,,,2,
101,3,11.0,9,15,2,2,2,1,1,,91.0,47.0,12.0,29.0,10.0,15.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,3.0
101,3,11.0,9,15,3,2,2,1,1,,83.0,49.0,12.0,20.0,6.0,3.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,2,
101,3,11.0,9,15,4,1,2,2,1,,24.0,82.0,12.0,26.0,8.0,1.0,6.0,,22587.0,2823.0,0.0,0.0,0.0,1883.0,4706,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,3,11.0,9,15,5,1,2,2,1,,52.0,56.0,12.0,26.0,8.0,1.0,6.0,,19199.0,1412.0,0.0,0.0,0.0,2936.0,4348,2.0,,,,,,,,,,,,,,0,,,,2,
101,3,11.0,9,19,1,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,3,11.0,9,19,2,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,3,11.0,9,19,3,1,2,2,1,,93.0,36.0,12.0,22.0,8.0,28.0,4.0,1.0,27217.0,1745.0,0.0,0.0,0.0,0.0,1745,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,3,11.0,9,19,4,1,2,2,1,,93.0,56.0,12.0,29.0,8.0,8.0,4.0,1.0,20936.0,1309.0,0.0,0.0,0.0,0.0,1309,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,3,11.0,9,19,5,2,2,2,2,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,6.0
101,3,11.0,9,19,6,1,2,2,1,,82.0,30.0,12.0,26.0,8.0,9.0,7.0,,20936.0,1745.0,0.0,0.0,0.0,2721.0,4466,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,3,11.0,9,20,1,2,2,1,1,,91.0,49.0,12.0,29.0,10.0,10.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,3,11.0,9,20,2,1,2,2,1,,91.0,97.0,12.0,29.0,8.0,7.0,3.0,,12723.0,170.0,0.0,0.0,0.0,0.0,170,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,3,11.0,9,20,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,3,11.0,9,20,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,3,13.0,8,13,1,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3.0
101,3,13.0,8,13,2,1,2,2,1,,79.0,22.0,12.0,29.0,8.0,5.0,6.0,,22040.0,1837.0,0.0,0.0,0.0,3306.0,5143,2.0,,,,,,,,,,,,,,0,,,,2,
101,3,13.0,8,13,3,1,2,2,1,,79.0,22.0,12.0,29.0,8.0,2.0,6.0,,15612.0,1837.0,0.0,0.0,0.0,3306.0,5143,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,3,13.0,8,13,4,1,2,2,1,,79.0,22.0,12.0,29.0,8.0,4.0,6.0,,18734.0,1837.0,0.0,0.0,0.0,3306.0,5143,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,3,13.0,8,14,1,2,2,2,2,5.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,3,13.0,8,14,2,2,1,2,1,,92.0,1.0,12.0,15.0,5.0,25.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,3.0
101,3,13.0,8,14,3,2,2,2,2,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,3,13.0,8,14,4,2,2,2,2,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3.0
101,3,13.0,8,14,5,1,2,2,1,,24.0,79.0,12.0,28.0,8.0,7.0,6.0,,36639.0,4362.0,0.0,0.0,4362.0,3489.0,12213,2.0,,,,,,,,,,,,,,0,,,,2,
101,3,13.0,8,15,1,2,2,2,2,5.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,3,13.0,8,15,2,2,2,1,1,,91.0,47.0,12.0,28.0,4.0,5.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,3,13.0,8,15,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,3,13.0,8,15,4,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,3,13.0,8,15,5,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,3,13.0,8,15,6,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3.0
101,3,13.0,8,15,7,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,5,3.0,17,13,1,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
101,5,3.0,17,13,2,2,2,1,1,,91.0,96.0,12.0,26.0,7.0,5.0,2.0,,,,,,,,0,1.0,91.0,49.0,12.0,15.0,5.0,3.0,2.0,,,,,,,0,2.0,,,1,3.0
101,5,3.0,17,14,1,2,2,2,2,5.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,5.0
101,5,3.0,17,14,2,1,2,2,1,,23.0,91.0,12.0,26.0,9.0,2.0,6.0,,49591.0,1837.0,0.0,0.0,0.0,2755.0,4592,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,5,3.0,17,14,3,2,2,2,2,5.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,5,3.0,17,20,1,1,2,2,1,,32.0,86.0,10.0,30.0,7.0,5.0,3.0,,36734.0,4592.0,0.0,0.0,0.0,0.0,4592,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,5,3.0,17,20,2,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,5,3.0,17,20,3,2,2,2,2,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,6.0
101,5,3.0,17,20,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,5,3.0,17,20,5,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,5,11.0,7,13,1,1,2,2,1,,82.0,11.0,12.0,26.0,8.0,11.0,7.0,,6642.0,738.0,0.0,0.0,0.0,369.0,1107,2.0,,,,,,,,,,,,,,0,,,,1,3.0
101,5,11.0,7,13,2,1,2,2,1,,34.0,11.0,12.0,26.0,8.0,2.0,7.0,,10626.0,1255.0,0.0,0.0,0.0,517.0,1772,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,5,11.0,7,13,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
101,5,11.0,7,14,1,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3.0
101,5,11.0,7,14,2,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,5,11.0,7,14,3,2,2,1,1,,24.0,62.0,12.0,30.0,10.0,7.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,2,
101,5,11.0,7,14,4,2,2,2,2,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4.0
101,5,11.0,7,15,1,1,2,2,1,,24.0,84.0,12.0,22.0,8.0,20.0,4.0,1.0,29755.0,2755.0,0.0,0.0,643.0,2112.0,5510,2.0,,,,,,,,,,,,,,0,,,,1,3.0
101,5,11.0,7,15,2,1,2,2,1,,24.0,84.0,12.0,22.0,8.0,18.0,4.0,1.0,23142.0,1837.0,0.0,0.0,459.0,1378.0,3674,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,5,11.0,7,15,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,5,11.0,7,15,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,5,11.0,7,15,5,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,5,17.0,18,13,1,2,2,1,1,,83.0,49.0,12.0,30.0,8.0,10.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,5,17.0,18,14,1,2,2,1,1,,83.0,49.0,12.0,30.0,8.0,5.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,2,
101,5,17.0,18,14,2,2,2,1,1,,79.0,14.0,12.0,30.0,8.0,10.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,4.0
101,5,17.0,18,14,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,5,17.0,18,14,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,5,17.0,18,14,5,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,5,17.0,18,19,1,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,5,17.0,18,19,2,2,2,1,1,,31.0,45.0,12.0,30.0,8.0,10.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,2,
101,5,17.0,18,19,3,2,2,2,2,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,6.0
101,5,17.0,18,19,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,5,17.0,18,19,5,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,5,25.0,12,13,1,2,2,1,1,,83.0,49.0,12.0,28.0,10.0,5.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,5,25.0,12,13,2,2,2,1,1,,91.0,47.0,12.0,28.0,4.0,3.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,3.0
101,5,25.0,12,13,3,1,2,2,1,,32.0,86.0,7.0,24.0,8.0,0.0,4.0,2.0,12857.0,2755.0,0.0,0.0,0.0,918.0,3673,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,5,25.0,12,13,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
101,5,25.0,12,14,1,2,2,1,1,,91.0,47.0,12.0,25.0,8.0,6.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,5,25.0,12,14,2,2,2,1,1,,91.0,47.0,12.0,28.0,10.0,6.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,5,25.0,12,14,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,5,25.0,12,14,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,5,25.0,12,15,1,1,2,2,1,,51.0,47.0,12.0,30.0,10.0,2.0,3.0,,27551.0,1102.0,0.0,0.0,0.0,643.0,1745,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,5,25.0,12,15,2,2,2,1,1,,91.0,47.0,12.0,25.0,5.0,10.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,3.0
101,5,25.0,12,15,3,1,2,2,1,,42.0,55.0,12.0,25.0,8.0,2.0,6.0,,27551.0,3673.0,0.0,0.0,0.0,2204.0,5877,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,5,33.0,12,14,1,1,2,2,1,,71.0,80.0,12.0,26.0,9.0,3.0,6.0,,36639.0,1309.0,0.0,0.0,436.0,1047.0,2792,2.0,,,,,,,,,,,,,,0,,,,2,
101,5,33.0,12,14,2,2,2,2,2,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3.0
101,5,33.0,12,14,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,5,33.0,12,14,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,5,33.0,12,15,1,2,2,1,1,,91.0,47.0,12.0,30.0,7.0,9.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,4.0
101,5,33.0,12,15,2,1,2,2,1,,34.0,84.0,12.0,22.0,8.0,21.0,4.0,2.0,29755.0,1837.0,0.0,0.0,918.0,9184.0,11939,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,5,33.0,12,15,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
101,5,33.0,12,15,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
101,5,33.0,12,24,1,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,5,33.0,12,24,2,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2.0
101,5,33.0,12,24,3,1,2,2,1,,72.0,25.0,12.0,28.0,9.0,12.0,3.0,,24077.0,872.0,0.0,0.0,0.0,0.0,872,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,5,33.0,12,24,4,1,2,2,1,,33.0,85.0,12.0,26.0,8.0,11.0,4.0,2.0,12561.0,1047.0,0.0,0.0,0.0,611.0,1658,2.0,,,,,,,,,,,,,,0,,,,1,2.0
101,5,33.0,12,24,5,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,5,35.0,16,14,1,1,2,2,1,,24.0,84.0,12.0,22.0,8.0,4.0,4.0,1.0,25976.0,753.0,0.0,0.0,0.0,5804.0,6557,2.0,,,,,,,,,,,,,,0,,,,2,
101,5,35.0,16,14,2,2,2,1,1,,74.0,14.0,12.0,28.0,9.0,18.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,3.0
101,5,35.0,16,14,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,5,35.0,16,14,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,5,35.0,16,15,1,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3.0
101,5,35.0,16,15,2,2,2,2,2,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
101,5,35.0,16,15,3,1,2,2,1,,24.0,84.0,12.0,24.0,8.0,7.0,4.0,1.0,18734.0,643.0,0.0,0.0,0.0,3976.0,4619,2.0,,,,,,,,,,,,,,0,,,,1,1.0
101,5,35.0,16,15,4,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,5,35.0,16,19,1,1,2,2,1,,83.0,47.0,12.0,25.0,9.0,12.0,3.0,,35265.0,367.0,0.0,0.0,0.0,6759.0,7126,2.0,,,,,,,,,,,,,,0,,,,2,
101,5,35.0,16,19,2,2,2,1,1,,91.0,56.0,12.0,29.0,9.0,16.0,2.0,,,,,,,,0,2.0,,,,,,,,,,,,,,0,,,,1,3.0
101,5,35.0,16,19,3,2,2,2,2,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1.0
