tinh,huyen,xa,diaban,hoso,m6ama,m6ama1,m6ac3,m6ac4a,m6ac4b,m6ac5,m6ac6,m6ac7
109,11,15.0,12,20,8.0,,1.0,0.0,2001.0,6000.0,3000.0,100.0
109,11,15.0,12,20,62.0,,1.0,0.0,2003.0,500.0,200.0,100.0
109,11,23.0,10,13,5.0,,1.0,0.0,2006.0,700.0,6500.0,100.0
109,11,23.0,10,13,8.0,,1.0,0.0,2006.0,600.0,350.0,100.0
109,11,23.0,10,14,,,,,,,,
109,11,23.0,10,15,,,,,,,,
109,13,3.0,3,13,2.0,,1.0,0.0,2004.0,8000.0,15000.0,100.0
109,13,3.0,3,14,,,,,,,,
109,13,3.0,3,15,,,,,,,,
109,13,11.0,6,13,8.0,,1.0,0.0,1996.0,1000.0,300.0,100.0
109,13,11.0,6,14,5.0,,1.0,0.0,2002.0,4500.0,7800.0,100.0
109,13,11.0,6,15,,,,,,,,
109,13,17.0,6,13,5.0,,1.0,0.0,2005.0,5000.0,6000.0,100.0
109,13,17.0,6,14,37.0,,1.0,0.0,2006.0,2500.0,1200.0,100.0
109,13,17.0,6,14,2.0,,1.0,0.0,2004.0,40000.0,30000.0,100.0
109,13,17.0,6,15,4.0,,1.0,0.0,1999.0,20000.0,120000.0,100.0
109,13,25.0,4,13,1.0,,1.0,0.0,2002.0,21000.0,15000.0,100.0
109,13,25.0,4,13,8.0,,1.0,0.0,2003.0,1500.0,1400.0,100.0
109,13,25.0,4,13,8.0,,1.0,0.0,2004.0,2520.0,2000.0,100.0
109,13,25.0,4,13,29.0,,2.0,0.0,2000.0,5000.0,3750.0,100.0
109,13,25.0,4,13,2.0,,1.0,0.0,2002.0,12000.0,10970.0,100.0
109,13,25.0,4,13,8.0,,1.0,0.0,2002.0,4400.0,5000.0,100.0
109,13,25.0,4,13,29.0,,1.0,0.0,2002.0,500.0,350.0,100.0
109,13,25.0,4,13,6.0,,3.0,0.0,2006.0,10500.0,9000.0,100.0
109,13,25.0,4,13,7.0,,1.0,0.0,2006.0,55490.0,53480.0,100.0
109,13,25.0,4,13,6.0,,1.0,0.0,2000.0,2400.0,3500.0,100.0
109,13,25.0,4,19,,,,,,,,
109,13,25.0,4,20,8.0,,1.0,10.0,2006.0,12000.0,10000.0,100.0
109,13,25.0,4,20,6.0,,1.0,7.0,2007.0,30500.0,27000.0,100.0
109,13,31.0,9,13,1.0,,1.0,0.0,1995.0,3000.0,10000.0,100.0
109,13,31.0,9,14,,,,,,,,
109,13,31.0,9,15,39.0,,10.0,0.0,2006.0,10000.0,3500.0,100.0
109,13,31.0,9,15,22.0,,1.0,0.0,2006.0,550.0,380.0,100.0
109,13,31.0,9,15,39.0,,2.0,0.0,2006.0,12700.0,4700.0,100.0
109,13,31.0,9,15,39.0,,2.0,0.0,2006.0,8500.0,4500.0,100.0
109,13,39.0,2,13,2.0,,1.0,0.0,2003.0,10000.0,25000.0,100.0
109,13,39.0,2,13,1.0,,1.0,0.0,2000.0,15000.0,30000.0,100.0
109,13,39.0,2,14,1.0,,1.0,0.0,1993.0,70000.0,170000.0,100.0
109,13,39.0,2,15,62.0,,1.0,0.0,2006.0,2500.0,2000.0,50.0
111,1,5.0,8,13,,,,,,,,
111,1,5.0,8,14,,,,,,,,
111,1,5.0,8,20,,,,,,,,
111,1,11.0,20,15,8.0,,1.0,0.0,2001.0,35000.0,38000.0,100.0
111,1,11.0,20,19,1.0,,1.0,0.0,1956.0,35000.0,35000.0,100.0
111,1,11.0,20,19,2.0,,2.0,0.0,1993.0,20000.0,20000.0,100.0
111,1,11.0,20,20,20.0,,1.0,0.0,2000.0,11000.0,8000.0,100.0
111,1,11.0,20,20,36.0,,1.0,0.0,2006.0,1200.0,1000.0,100.0
111,1,11.0,20,20,34.0,,1.0,0.0,2004.0,3000.0,1500.0,100.0
111,1,11.0,20,20,8.0,,1.0,0.0,2002.0,4000.0,3000.0,100.0
111,1,11.0,20,20,6.0,,1.0,0.0,2005.0,800.0,600.0,100.0
111,1,11.0,20,20,6.0,,1.0,5.0,2008.0,3000.0,3000.0,100.0
111,1,13.0,9,13,,,,,,,,
111,1,13.0,9,14,29.0,,1.0,0.0,2006.0,1000.0,700.0,100.0
111,1,13.0,9,20,1.0,,1.0,0.0,1998.0,60000.0,60000.0,100.0
111,1,13.0,9,20,8.0,,1.0,0.0,2004.0,5000.0,3500.0,100.0
111,1,19.0,8,13,2.0,,1.0,0.0,2000.0,20000.0,20000.0,100.0
111,1,19.0,8,13,8.0,,1.0,0.0,1997.0,3500.0,3000.0,100.0
111,1,19.0,8,14,8.0,,1.0,0.0,1998.0,3000.0,2000.0,100.0
111,1,19.0,8,15,6.0,,1.0,0.0,2005.0,2000.0,1700.0,100.0
111,1,19.0,8,15,8.0,,1.0,0.0,1990.0,2000.0,600.0,100.0
111,3,3.0,2,15,48.0,,1.0,0.0,2000.0,3600.0,1500.0,100.0
111,3,3.0,2,19,,,,,,,,
111,3,3.0,2,20,14.0,,1.0,0.0,2002.0,50000.0,40000.0,100.0
111,3,7.0,7,13,8.0,,1.0,0.0,1999.0,6500.0,2500.0,100.0
111,3,7.0,7,14,,,,,,,,
111,3,7.0,7,15,,,,,,,,
111,3,15.0,23,13,,,,,,,,
111,3,15.0,23,14,,,,,,,,
111,3,15.0,23,15,,,,,,,,
111,3,17.0,3,13,36.0,,1.0,1.0,2001.0,2000.0,1800.0,100.0
111,3,17.0,3,14,5.0,,1.0,5.0,2004.0,10000.0,6000.0,100.0
111,3,17.0,3,14,10.0,,1.0,0.0,1996.0,8500.0,2500.0,100.0
111,3,17.0,3,14,8.0,,2.0,0.0,2006.0,3500.0,3500.0,100.0
111,3,17.0,3,14,6.0,,3.0,2.0,2008.0,5000.0,6000.0,100.0
111,3,17.0,3,14,5.0,,4.0,11.0,2007.0,12000.0,12000.0,100.0
111,3,17.0,3,15,1.0,,1.0,0.0,1990.0,2000.0,5000.0,100.0
111,3,17.0,3,15,14.0,,1.0,0.0,2003.0,4000.0,2000.0,100.0
111,3,21.0,11,13,2.0,,1.0,8.0,2004.0,5000.0,2500.0,100.0
111,3,21.0,11,14,,,,,,,,
111,3,21.0,11,19,,,,,,,,
111,3,25.0,8,13,,,,,,,,
111,3,25.0,8,14,,,,,,,,
111,3,25.0,8,15,8.0,,1.0,0.0,2001.0,5000.0,3000.0,100.0
111,3,31.0,6,13,1.0,,1.0,0.0,1987.0,8000.0,15000.0,100.0
111,3,31.0,6,14,,,,,,,,
111,3,31.0,6,19,,,,,,,,
111,3,41.0,4,13,,,,,,,,
111,3,41.0,4,14,,,,,,,,
111,3,41.0,4,15,5.0,,1.0,0.0,2001.0,8000.0,700.0,100.0
111,3,41.0,4,15,6.0,,1.0,0.0,2006.0,2500.0,400.0,100.0
111,3,41.0,4,15,36.0,,1.0,0.0,2002.0,3500.0,1200.0,100.0
111,3,41.0,4,15,8.0,,1.0,0.0,1999.0,6500.0,1000.0,100.0
111,3,41.0,4,15,1.0,,1.0,0.0,1990.0,12000.0,5000.0,100.0
111,5,3.0,3,13,8.0,,1.0,0.0,2004.0,7000.0,4600.0,100.0
111,5,3.0,3,13,6.0,,1.0,0.0,2005.0,2700.0,3000.0,100.0
111,5,3.0,3,14,6.0,,1.0,0.0,2004.0,5200.0,5000.0,100.0
111,5,3.0,3,14,8.0,,1.0,0.0,2002.0,3500.0,3000.0,100.0
111,5,3.0,3,15,,,,,,,,
111,5,9.0,3,13,2.0,,1.0,0.0,1996.0,22000.0,22000.0,100.0
111,5,9.0,3,13,8.0,,1.0,0.0,1994.0,1200.0,700.0,100.0
111,5,9.0,3,14,,,,,,,,
111,5,9.0,3,15,,,,,,,,
111,5,13.0,6,13,13.0,,1.0,0.0,1989.0,15000.0,10000.0,100.0
111,5,13.0,6,13,6.0,,1.0,0.0,2000.0,1500.0,1000.0,100.0
111,5,13.0,6,13,8.0,,1.0,0.0,1989.0,5000.0,3000.0,100.0
111,5,13.0,6,14,6.0,,2.0,0.0,2006.0,1400.0,1900.0,100.0
111,5,13.0,6,14,8.0,,1.0,0.0,2004.0,5000.0,3000.0,100.0
111,5,13.0,6,15,8.0,,1.0,0.0,2001.0,600.0,500.0,100.0
111,5,13.0,6,15,6.0,,1.0,0.0,2003.0,2900.0,2700.0,100.0
111,5,23.0,10,13,,,,,,,,
111,5,23.0,10,14,,,,,,,,
111,5,23.0,10,15,,,,,,,,
111,5,29.0,11,13,22.0,,1.0,0.0,1998.0,500.0,150.0,100.0
111,5,29.0,11,13,1.0,,1.0,0.0,1960.0,4600.0,4600.0,100.0
111,5,29.0,11,15,,,,,,,,
111,5,29.0,11,21,1.0,,1.0,0.0,2002.0,7500.0,7500.0,100.0
111,5,29.0,11,21,8.0,,1.0,0.0,2000.0,3000.0,2500.0,100.0
111,5,29.0,11,21,7.0,,1.0,0.0,2004.0,3600.0,3400.0,100.0
111,5,29.0,11,21,7.0,,1.0,0.0,2006.0,3400.0,5100.0,100.0
111,5,33.0,6,13,,,,,,,,
111,5,33.0,6,14,,,,,,,,
111,5,33.0,6,15,,,,,,,,
111,5,39.0,6,13,8.0,,1.0,0.0,1995.0,10000.0,5000.0,100.0
111,5,39.0,6,13,6.0,,1.0,0.0,2006.0,6000.0,4000.0,100.0
111,5,39.0,6,14,6.0,,1.0,0.0,2006.0,2800.0,3400.0,100.0
111,5,39.0,6,14,8.0,,1.0,0.0,2004.0,18000.0,13000.0,100.0
111,5,39.0,6,15,35.0,,1.0,0.0,1986.0,240.0,1400.0,100.0
111,7,1.0,6,13,,,,,,,,
111,7,1.0,6,14,,,,,,,,
111,7,1.0,6,19,16.0,,1.0,1.0,2008.0,200000.0,200000.0,50.0
111,7,1.0,6,19,15.0,,1.0,1.0,2008.0,5000.0,5000.0,50.0
111,7,3.0,19,13,,,,,,,,
111,7,3.0,19,14,8.0,,1.0,0.0,1999.0,4200.0,2000.0,100.0
111,7,3.0,19,15,28.0,,1.0,0.0,2005.0,6000.0,5000.0,100.0
111,7,3.0,19,15,36.0,,1.0,0.0,2006.0,1500.0,1200.0,100.0
111,7,3.0,19,15,36.0,,1.0,0.0,2005.0,1200.0,1000.0,100.0
111,7,3.0,19,15,13.0,,1.0,0.0,2005.0,50000.0,50000.0,100.0
111,7,7.0,6,13,,,,,,,,
111,7,7.0,6,15,,,,,,,,
111,7,7.0,6,19,,,,,,,,
111,7,11.0,16,14,8.0,,1.0,0.0,2000.0,7000.0,3500.0,100.0
111,7,11.0,16,14,1.0,,1.0,0.0,1989.0,20000.0,45000.0,100.0
111,7,11.0,16,14,20.0,,1.0,0.0,2001.0,15000.0,9000.0,100.0
111,7,11.0,16,14,2.0,,1.0,0.0,1998.0,5000.0,12000.0,100.0
111,7,11.0,16,15,,,,,,,,
111,7,11.0,16,19,,,,,,,,
111,7,15.0,9,13,5.0,,1.0,0.0,2005.0,3000.0,7500.0,100.0
111,7,15.0,9,13,6.0,,1.0,0.0,2004.0,1800.0,3000.0,100.0
111,7,15.0,9,13,37.0,,1.0,0.0,2005.0,1800.0,1000.0,100.0
111,7,15.0,9,13,2.0,,1.0,0.0,1999.0,1500.0,3500.0,100.0
111,7,15.0,9,13,8.0,,1.0,0.0,2000.0,5800.0,5000.0,100.0
111,7,15.0,9,15,,,,,,,,
111,7,15.0,9,19,2.0,,1.0,0.0,2005.0,3000.0,4500.0,100.0
111,7,19.0,9,13,,,,,,,,
111,7,19.0,9,14,6.0,,1.0,0.0,2005.0,1000.0,7000.0,100.0
111,7,19.0,9,14,37.0,,1.0,3.0,2008.0,500.0,300.0,100.0
111,7,19.0,9,14,20.0,,1.0,0.0,2001.0,7000.0,4000.0,100.0
111,7,19.0,9,14,8.0,,1.0,0.0,1998.0,2000.0,1000.0,100.0
111,7,19.0,9,15,8.0,,1.0,0.0,2003.0,2000.0,1000.0,100.0
111,7,19.0,9,15,5.0,,1.0,0.0,2003.0,5200.0,10000.0,100.0
111,7,25.0,2,13,6.0,,1.0,0.0,2005.0,1000.0,3000.0,100.0
111,7,25.0,2,13,8.0,,1.0,0.0,1995.0,1500.0,1000.0,100.0
111,7,25.0,2,13,2.0,,1.0,0.0,1985.0,100.0,2000.0,100.0
111,7,25.0,2,14,2.0,,1.0,0.0,2003.0,4000.0,10000.0,100.0
111,7,25.0,2,20,8.0,,1.0,0.0,2006.0,4500.0,4500.0,100.0
111,7,25.0,2,20,17.0,,1.0,0.0,2002.0,15000.0,6000.0,100.0
111,7,25.0,2,20,19.0,,1.0,0.0,2004.0,8000.0,5000.0,100.0
111,7,25.0,2,20,5.0,,1.0,3.0,2007.0,50000.0,60000.0,100.0
111,7,29.0,10,13,,,,,,,,
111,7,29.0,10,14,2.0,,1.0,0.0,1989.0,500.0,1800.0,100.0
111,7,29.0,10,15,8.0,,1.0,0.0,2001.0,5000.0,4000.0,100.0
111,7,29.0,10,15,10.0,,1.0,0.0,2001.0,14000.0,9000.0,100.0
111,7,35.0,7,13,2.0,,1.0,0.0,1993.0,2000.0,4000.0,100.0
111,7,35.0,7,13,28.0,,1.0,0.0,2005.0,4000.0,3000.0,100.0
111,7,35.0,7,13,6.0,,1.0,0.0,2002.0,700.0,1500.0,100.0
111,7,35.0,7,13,8.0,,1.0,0.0,1998.0,2600.0,3000.0,100.0
111,7,35.0,7,14,2.0,,1.0,0.0,1993.0,1000.0,3000.0,100.0
111,7,35.0,7,15,,,,,,,,
111,7,39.0,12,13,14.0,,1.0,0.0,2000.0,4600.0,300.0,100.0
111,7,39.0,12,13,6.0,,1.0,0.0,2006.0,1800.0,1600.0,100.0
111,7,39.0,12,13,8.0,,1.0,0.0,1999.0,3800.0,2000.0,100.0
111,7,39.0,12,14,6.0,,1.0,0.0,2004.0,500.0,3000.0,100.0
111,7,39.0,12,14,8.0,,1.0,0.0,1998.0,2500.0,1900.0,100.0
111,7,39.0,12,15,8.0,,1.0,0.0,2003.0,1500.0,1000.0,100.0
111,7,39.0,12,15,6.0,,1.0,0.0,2004.0,6000.0,3000.0,100.0
111,7,39.0,12,15,7.0,,1.0,0.0,2003.0,5000.0,8000.0,100.0
111,7,39.0,12,15,8.0,,1.0,0.0,1999.0,3000.0,2000.0,100.0
111,7,43.0,11,13,8.0,,1.0,0.0,2000.0,7000.0,6000.0,100.0
111,7,43.0,11,14,8.0,,1.0,0.0,2002.0,5000.0,4000.0,100.0
111,7,43.0,11,14,2.0,,1.0,0.0,1992.0,1000.0,3000.0,100.0
111,7,43.0,11,15,1.0,,1.0,0.0,1980.0,1000.0,4000.0,100.0
111,7,43.0,11,15,2.0,,1.0,0.0,1980.0,1000.0,5000.0,100.0
111,7,43.0,11,15,8.0,,1.0,0.0,1999.0,4000.0,3000.0,100.0
111,9,1.0,10,14,,,,,,,,
111,9,1.0,10,15,,,,,,,,
111,9,1.0,10,20,14.0,,1.0,0.0,2000.0,15000.0,15000.0,100.0
111,9,9.0,10,13,8.0,,1.0,0.0,2000.0,3000.0,1800.0,100.0
111,9,9.0,10,13,6.0,,1.0,0.0,2002.0,1000.0,1200.0,100.0
111,9,9.0,10,13,20.0,,1.0,11.0,2007.0,15000.0,12000.0,100.0
111,9,9.0,10,14,,,,,,,,
111,9,9.0,10,15,8.0,,1.0,0.0,2006.0,1200.0,100.0,100.0
111,9,9.0,10,15,15.0,,1.0,0.0,2001.0,7000.0,5000.0,100.0
111,9,15.0,5,13,,,,,,,,
111,9,15.0,5,14,8.0,,1.0,0.0,1998.0,3000.0,2000.0,100.0
111,9,15.0,5,14,5.0,,1.0,0.0,2001.0,1500.0,1300.0,100.0
111,9,15.0,5,14,17.0,,1.0,0.0,2004.0,9000.0,9000.0,100.0
111,9,15.0,5,14,6.0,,1.0,1.0,2008.0,1200.0,2000.0,100.0
111,9,15.0,5,15,1.0,,1.0,0.0,1998.0,2000.0,9000.0,100.0
111,9,15.0,5,15,5.0,,1.0,0.0,2000.0,1200.0,5000.0,100.0
111,9,15.0,5,15,8.0,,1.0,0.0,2000.0,2000.0,1000.0,100.0
111,9,15.0,5,15,2.0,,1.0,0.0,1998.0,1500.0,8000.0,100.0
111,9,21.0,5,13,,,,,,,,
111,9,21.0,5,14,6.0,,1.0,0.0,2003.0,320.0,200.0,100.0
111,9,21.0,5,14,8.0,,1.0,0.0,2002.0,4000.0,2000.0,100.0
111,9,21.0,5,15,,,,,,,,
111,9,25.0,3,13,6.0,,3.0,0.0,2004.0,2000.0,7000.0,100.0
111,9,25.0,3,13,10.0,,1.0,0.0,1995.0,40000.0,20000.0,100.0
111,9,25.0,3,13,13.0,,1.0,0.0,1995.0,30000.0,30000.0,100.0
111,9,25.0,3,13,8.0,,1.0,0.0,1987.0,2000.0,1000.0,100.0
111,9,25.0,3,13,8.0,,1.0,4.0,2008.0,2000.0,2000.0,100.0
111,9,25.0,3,14,14.0,,1.0,0.0,2002.0,2000.0,1500.0,100.0
111,9,25.0,3,14,8.0,,1.0,0.0,1995.0,600.0,300.0,100.0
111,9,25.0,3,15,,,,,,,,
111,9,31.0,3,13,8.0,,1.0,0.0,2000.0,2000.0,2000.0,100.0
111,9,31.0,3,13,6.0,,1.0,0.0,2004.0,800.0,2000.0,100.0
111,9,31.0,3,14,6.0,,1.0,7.0,2007.0,1000.0,2000.0,100.0
111,9,31.0,3,14,8.0,,1.0,0.0,2002.0,3000.0,3000.0,100.0
111,9,31.0,3,15,,,,,,,,
111,9,37.0,6,13,8.0,,1.0,0.0,1993.0,3000.0,1500.0,100.0
111,9,37.0,6,14,57.0,,2.0,0.0,2000.0,620.0,380.0,100.0
111,9,37.0,6,14,33.0,,1.0,0.0,2000.0,700.0,300.0,100.0
111,9,37.0,6,14,21.0,,1.0,0.0,1998.0,400.0,200.0,100.0
111,9,37.0,6,14,56.0,,1.0,0.0,2005.0,350.0,200.0,100.0
111,9,37.0,6,14,54.0,,1.0,0.0,2004.0,400.0,200.0,100.0
111,9,37.0,6,14,41.0,,1.0,0.0,2003.0,1000.0,600.0,100.0
111,9,37.0,6,14,51.0,,1.0,0.0,1996.0,360.0,100.0,100.0
111,9,37.0,6,15,8.0,,1.0,0.0,1998.0,2000.0,1000.0,100.0
111,9,41.0,16,13,22.0,,1.0,0.0,2000.0,500.0,300.0,100.0
111,9,41.0,16,13,8.0,,1.0,0.0,1998.0,2500.0,1500.0,100.0
111,9,41.0,16,14,5.0,,1.0,0.0,2000.0,7000.0,12000.0,100.0
111,9,41.0,16,14,22.0,,1.0,0.0,2000.0,600.0,300.0,100.0
111,9,41.0,16,14,2.0,,1.0,0.0,2000.0,1500.0,2000.0,100.0
111,9,41.0,16,14,6.0,,1.0,0.0,2002.0,750.0,5000.0,100.0
111,9,41.0,16,14,8.0,,1.0,0.0,1999.0,3000.0,1500.0,100.0
111,9,41.0,16,15,2.0,,1.0,0.0,2000.0,600.0,800.0,100.0
111,11,5.0,4,13,8.0,,1.0,0.0,2004.0,25000.0,15000.0,100.0
111,11,5.0,4,13,6.0,,1.0,0.0,2005.0,5500.0,6000.0,100.0
111,11,5.0,4,13,7.0,,1.0,0.0,2005.0,17000.0,19000.0,100.0
111,11,5.0,4,14,,,,,,,,
111,11,5.0,4,15,,,,,,,,
111,11,9.0,4,13,,,,,,,,
111,11,9.0,4,14,8.0,,1.0,0.0,1998.0,2000.0,1200.0,100.0
111,11,9.0,4,14,6.0,,1.0,0.0,2002.0,1500.0,2500.0,100.0
111,11,9.0,4,14,1.0,,1.0,0.0,1967.0,800.0,15000.0,100.0
111,11,9.0,4,15,,,,,,,,
111,11,17.0,11,13,,,,,,,,
111,11,17.0,11,14,8.0,,1.0,0.0,1996.0,5500.0,3500.0,100.0
111,11,17.0,11,15,35.0,,1.0,7.0,2007.0,12000.0,12000.0,100.0
111,11,21.0,10,13,,,,,,,,
111,11,21.0,10,14,2.0,,1.0,0.0,1990.0,1500.0,15000.0,100.0
111,11,21.0,10,14,6.0,,1.0,0.0,2004.0,320.0,3000.0,100.0
111,11,21.0,10,14,27.0,,1.0,0.0,2006.0,5500.0,3800.0,100.0
111,11,21.0,10,14,8.0,,1.0,0.0,2004.0,5000.0,2000.0,100.0
111,11,21.0,10,15,25.0,,1.0,0.0,2004.0,11000.0,600.0,100.0
111,11,27.0,5,13,,,,,,,,
111,11,27.0,5,14,5.0,,2.0,0.0,2002.0,5500.0,7500.0,100.0
111,11,27.0,5,15,5.0,,1.0,9.0,2007.0,3800.0,4500.0,100.0
111,11,27.0,5,15,8.0,,1.0,0.0,2001.0,3000.0,2000.0,100.0
111,11,31.0,7,13,,,,,,,,
111,11,31.0,7,14,1.0,,1.0,5.0,1965.0,200.0,16000.0,100.0
111,11,31.0,7,14,2.0,,1.0,5.0,1965.0,150.0,10000.0,100.0
111,11,31.0,7,15,,,,,,,,
111,11,37.0,14,13,8.0,,2.0,8.0,2007.0,11200.0,11200.0,100.0
111,11,37.0,14,13,6.0,,1.0,8.0,2007.0,4500.0,4500.0,100.0
111,11,37.0,14,14,1.0,,1.0,0.0,1958.0,35.0,10000.0,100.0
111,11,37.0,14,15,,,,,,,,
111,11,41.0,10,13,1.0,,1.0,0.0,1984.0,3000.0,5000.0,100.0
111,11,41.0,10,13,6.0,,1.0,5.0,2008.0,750.0,1000.0,100.0
111,11,41.0,10,13,2.0,,1.0,0.0,1984.0,4000.0,7000.0,100.0
111,11,41.0,10,13,8.0,,1.0,0.0,2000.0,7800.0,6000.0,100.0
111,11,41.0,10,14,,,,,,,,
111,11,41.0,10,15,2.0,,1.0,0.0,1985.0,2000.0,15000.0,100.0
111,11,41.0,10,15,6.0,,1.0,0.0,2002.0,500.0,2000.0,100.0
111,11,41.0,10,15,8.0,,1.0,0.0,1998.0,1000.0,800.0,100.0
113,1,3.0,26,13,,,,,,,,
113,1,3.0,26,14,,,,,,,,
113,1,3.0,26,19,,,,,,,,
113,1,7.0,4,13,,,,,,,,
113,1,7.0,4,19,16.0,,1.0,3.0,2008.0,650000.0,600000.0,100.0
113,1,7.0,4,22,35.0,,1.0,0.0,2000.0,1000.0,400.0,100.0
113,1,7.0,4,22,35.0,,1.0,0.0,2000.0,4000.0,2000.0,100.0
113,1,7.0,4,22,14.0,,1.0,0.0,2000.0,36000.0,25000.0,100.0
113,1,13.0,10,13,,,,,,,,
113,1,13.0,10,14,,,,,,,,
113,1,13.0,10,15,,,,,,,,
113,1,20.0,22,13,,,,,,,,
113,1,20.0,22,14,,,,,,,,
113,1,20.0,22,20,,,,,,,,
113,1,25.0,19,13,,,,,,,,
113,1,25.0,19,19,,,,,,,,
113,1,25.0,19,20,,,,,,,,
113,1,29.0,12,13,,,,,,,,
113,1,29.0,12,15,,,,,,,,
113,1,29.0,12,22,,,,,,,,
113,1,31.0,14,13,,,,,,,,
113,1,31.0,14,14,8.0,,1.0,0.0,1998.0,600.0,200.0,100.0
113,1,31.0,14,14,14.0,,1.0,0.0,2004.0,8500.0,6000.0,100.0
113,1,31.0,14,15,,,,,,,,
113,1,33.0,9,13,,,,,,,,
113,1,33.0,9,14,,,,,,,,
113,1,33.0,9,15,35.0,,1.0,0.0,2006.0,2000.0,1400.0,100.0
113,1,43.0,2,13,14.0,,1.0,0.0,1998.0,60000.0,48000.0,100.0
113,1,43.0,2,14,36.0,,1.0,0.0,2002.0,8000.0,4000.0,100.0
113,1,43.0,2,19,,,,,,,,
113,3,9.0,8,14,6.0,,1.0,0.0,2005.0,260.0,1500.0,100.0
113,3,9.0,8,14,5.0,,1.0,0.0,2004.0,2100.0,8000.0,100.0
113,3,9.0,8,14,22.0,,1.0,0.0,2001.0,520.0,350.0,100.0
113,3,9.0,8,14,8.0,,1.0,0.0,1990.0,1200.0,800.0,100.0
113,3,9.0,8,15,5.0,,1.0,0.0,2006.0,4000.0,9000.0,100.0
113,3,9.0,8,15,22.0,,1.0,5.0,2007.0,500.0,300.0,100.0
113,3,9.0,8,15,8.0,,1.0,5.0,2008.0,2000.0,2000.0,100.0
113,3,9.0,8,15,9.0,,1.0,0.0,1992.0,2500.0,1800.0,100.0
113,3,9.0,8,15,6.0,,1.0,2.0,2007.0,500.0,1600.0,100.0
113,3,9.0,8,15,10.0,,1.0,0.0,1992.0,6500.0,5000.0,100.0
113,3,9.0,8,20,,,,,,,,
113,3,19.0,6,13,22.0,,1.0,0.0,2001.0,270.0,150.0,100.0
113,3,19.0,6,13,8.0,,1.0,0.0,2003.0,6000.0,2000.0,100.0
113,3,19.0,6,13,6.0,,1.0,5.0,2008.0,700.0,1200.0,100.0
113,3,19.0,6,13,11.0,,1.0,0.0,1996.0,900.0,300.0,100.0
113,3,19.0,6,13,5.0,,1.0,2.0,2007.0,3600.0,6000.0,100.0
113,3,19.0,6,13,20.0,,1.0,0.0,2005.0,3000.0,2500.0,100.0
113,3,19.0,6,14,22.0,,1.0,0.0,1999.0,200.0,100.0,100.0
113,3,19.0,6,14,11.0,,1.0,0.0,1995.0,300.0,100.0,100.0
113,3,19.0,6,15,8.0,,1.0,0.0,1991.0,2300.0,1500.0,100.0
113,3,19.0,6,15,25.0,,1.0,0.0,1998.0,300.0,150.0,100.0
113,3,19.0,6,15,22.0,,1.0,0.0,2002.0,400.0,200.0,100.0
113,3,25.0,11,13,22.0,,1.0,0.0,2006.0,450.0,400.0,100.0
113,3,25.0,11,13,8.0,,1.0,0.0,1992.0,2500.0,1200.0,100.0
113,3,25.0,11,13,6.0,,1.0,0.0,2004.0,500.0,1200.0,100.0
113,3,25.0,11,14,8.0,,1.0,0.0,2004.0,4000.0,4000.0,100.0
113,3,25.0,11,15,,,,,,,,
113,3,33.0,19,14,20.0,,1.0,0.0,2005.0,15800.0,12000.0,100.0
113,3,33.0,19,14,48.0,,1.0,0.0,2006.0,3000.0,2400.0,100.0
113,3,33.0,19,14,8.0,,1.0,0.0,2001.0,1400.0,800.0,100.0
113,3,33.0,19,14,6.0,,2.0,7.0,2007.0,1000.0,4000.0,100.0
113,3,33.0,19,14,10.0,,1.0,0.0,1990.0,12000.0,10000.0,100.0
113,3,33.0,19,14,21.0,,1.0,0.0,2006.0,500.0,300.0,100.0
113,3,33.0,19,15,,,,,,,,
113,3,33.0,19,19,35.0,,1.0,0.0,1971.0,1000.0,600.0,100.0
113,3,33.0,19,19,20.0,,1.0,0.0,2006.0,13500.0,10000.0,100.0
113,5,3.0,7,13,2.0,,1.0,0.0,1980.0,280.0,1500.0,100.0
113,5,3.0,7,14,22.0,,1.0,0.0,1995.0,300.0,100.0,100.0
113,5,3.0,7,14,1.0,,1.0,0.0,1985.0,1500.0,2000.0,100.0
113,5,3.0,7,14,2.0,,1.0,0.0,2001.0,2200.0,2500.0,100.0
113,5,3.0,7,15,14.0,,1.0,0.0,1998.0,5000.0,6000.0,100.0
113,5,15.0,10,13,6.0,,1.0,1.0,2007.0,550.0,1500.0,100.0
113,5,15.0,10,13,8.0,,1.0,0.0,2000.0,1500.0,950.0,100.0
113,5,15.0,10,14,6.0,,1.0,0.0,2006.0,600.0,1500.0,100.0
113,5,15.0,10,14,8.0,,1.0,0.0,1998.0,1000.0,500.0,100.0
113,5,15.0,10,15,,,,,,,,
113,7,5.0,6,13,5.0,,1.0,1.0,2006.0,4500.0,5000.0,100.0
113,7,5.0,6,14,8.0,,1.0,8.0,1998.0,3500.0,2100.0,100.0
113,7,5.0,6,14,6.0,,1.0,8.0,2000.0,3000.0,2600.0,100.0
113,7,5.0,6,15,8.0,,1.0,0.0,2006.0,600.0,400.0,100.0
113,7,5.0,6,15,5.0,,1.0,0.0,2005.0,7450.0,12000.0,100.0
113,7,15.0,16,13,,,,,,,,
113,7,15.0,16,14,8.0,,1.0,0.0,1991.0,1800.0,700.0,100.0
113,7,15.0,16,15,22.0,,1.0,0.0,2006.0,500.0,400.0,100.0
113,7,15.0,16,15,5.0,,1.0,0.0,2006.0,3500.0,5000.0,100.0
